1.00000000,0.00183079
2.00000000,0.00171429
3.00000000,0.00175244
4.00000000,0.00190151
5.00000000,0.00181641
6.00000000,0.00190679
7.00000000,0.00188097
8.00000000,0.00194288
9.00000000,0.00194347
10.00000000,0.00200245
11.00000000,0.00211337
12.00000000,0.00186542
13.00000000,0.00218233
14.00000000,0.00208491
15.00000000,0.00211220
16.00000000,0.00213949
17.00000000,0.00226626
18.00000000,0.00219143
19.00000000,0.00221608
20.00000000,0.00216238
21.00000000,0.00211191
22.00000000,0.00216238
23.00000000,0.00225569
24.00000000,0.00223750
25.00000000,0.00222664
26.00000000,0.00214213
27.00000000,0.00235136
28.00000000,0.00215064
29.00000000,0.00239596
30.00000000,0.00226714
31.00000000,0.00244350
32.00000000,0.00231996
33.00000000,0.00221696
34.00000000,0.00231380
35.00000000,0.00213392
36.00000000,0.00207640
37.00000000,0.00203326
38.00000000,0.00235664
39.00000000,0.00215886
40.00000000,0.00206760
41.00000000,0.00230088
42.00000000,0.00204676
43.00000000,0.00221755
44.00000000,0.00225922
45.00000000,0.00214037
46.00000000,0.00217236
47.00000000,0.00229237
48.00000000,0.00227800
49.00000000,0.00213978
50.00000000,0.00224924
51.00000000,0.00228240
52.00000000,0.00240418
53.00000000,0.00229003
54.00000000,0.00229179
55.00000000,0.00211132
56.00000000,0.00236896
57.00000000,0.00233903
58.00000000,0.00229590
59.00000000,0.00251070
60.00000000,0.00240183
61.00000000,0.00245289
62.00000000,0.00243088
63.00000000,0.00256616
64.00000000,0.00247519
65.00000000,0.00251539
66.00000000,0.00252713
67.00000000,0.00278800
68.00000000,0.00275337
69.00000000,0.00262573
70.00000000,0.00285784
71.00000000,0.00263629
72.00000000,0.00274193
73.00000000,0.00252067
74.00000000,0.00238217
75.00000000,0.00273782
76.00000000,0.00249104
77.00000000,0.00269058
78.00000000,0.00278301
79.00000000,0.00267121
80.00000000,0.00272374
81.00000000,0.00283994
82.00000000,0.00287633
83.00000000,0.00257232
84.00000000,0.00266475
85.00000000,0.00276423
86.00000000,0.00268940
87.00000000,0.00277744
88.00000000,0.00274398
89.00000000,0.00270525
90.00000000,0.00272638
91.00000000,0.00275660
92.00000000,0.00275983
93.00000000,0.00275308
94.00000000,0.00270261
95.00000000,0.00280795
96.00000000,0.00285520
97.00000000,0.00286840
98.00000000,0.00282263
99.00000000,0.00270994
100.00000000,0.00271053
101.00000000,0.00285813
102.00000000,0.00278389
103.00000000,0.00287368
104.00000000,0.00240095
105.00000000,0.00280150
106.00000000,0.00280238
107.00000000,0.00278506
108.00000000,0.00269292
109.00000000,0.00292504
110.00000000,0.00294030
111.00000000,0.00279651
112.00000000,0.00300779
113.00000000,0.00280883
114.00000000,0.00291359
115.00000000,0.00285666
116.00000000,0.00285637
117.00000000,0.00298108
118.00000000,0.00277127
119.00000000,0.00294675
120.00000000,0.00292768
121.00000000,0.00301219
122.00000000,0.00295585
123.00000000,0.00289276
124.00000000,0.00295409
125.00000000,0.00292533
126.00000000,0.00304212
127.00000000,0.00293619
128.00000000,0.00286283
129.00000000,0.00300896
130.00000000,0.00299253
131.00000000,0.00322963
132.00000000,0.00306912
133.00000000,0.00304271
134.00000000,0.00306413
