17,500	75,850
17,600	73,900
17,700	74,700
17,800	82,100
17,900	89,050
18,000	92,850
18,100	96,150
18,200	132,750
18,300	159,050
18,400	137,150
18,500	87,500
18,600	71,600
18,700	76,400
18,800	70,550
18,900	70,750
19,000	70,050
19,100	72,000
19,200	69,900
19,300	68,300
19,400	69,250
19,500	67,650
19,600	65,850
19,700	65,600
19,800	65,550
19,900	66,400
20,000	64,250
20,100	69,750
20,200	69,250
20,300	69,650
20,400	82,450
20,500	182,450
20,600	304,300
20,700	345,950
20,800	225,900
20,900	108,500
21,000	66,100
21,100	57,950
21,200	53,900
21,300	58,700
21,400	57,050
21,500	56,000
