Frequenz	Kanal A	Kanal C
(MHz)	(dBV)	(dBV)

1.86048247	-104.51240000	-64.06158000
1.86075495	-104.51420000	-64.02647000
1.86102743	-104.62280000	-63.90778000
1.86129991	-104.73420000	-63.97443000
1.86157238	-104.82440000	-64.11970000
1.86184486	-104.55890000	-64.18880000
1.86211734	-104.42370000	-64.15154000
1.86238982	-103.37210000	-64.30491000
1.86266230	-100.88050000	-64.08662000
1.86293478	-99.49149000	-64.12796000
1.86320726	-100.48160000	-64.07445000
1.86347973	-102.97860000	-64.27544000
1.86375221	-104.40750000	-64.37392000
1.86402469	-104.76830000	-64.28035000
1.86429717	-104.70940000	-64.23753000
1.86456965	-104.46210000	-64.29631000
1.86484213	-103.95330000	-64.21152000
1.86511460	-103.99070000	-64.12492000
1.86538708	-104.25750000	-64.21423000
1.86565956	-104.75380000	-64.22472000
1.86593204	-104.90660000	-64.25851000
1.86620452	-104.86570000	-64.14400000
1.86647700	-104.88930000	-64.45014000
1.86674947	-104.81630000	-64.47645000
1.86702195	-104.46020000	-64.35626000
1.86729443	-104.87390000	-64.42439000
1.86756691	-104.91420000	-64.04105000
1.86783939	-104.93600000	-64.08318000
1.86811187	-104.99500000	-64.20552000
1.86838434	-104.70950000	-64.31575000
1.86865682	-104.36900000	-64.31970000
1.86892930	-104.45050000	-64.28212000
1.86920178	-104.52070000	-64.22623000
1.86947426	-104.14800000	-64.07780000
1.86974674	-104.35750000	-64.01327000
1.87001921	-104.50690000	-64.06623000
1.87029169	-104.36140000	-64.18135000
1.87056417	-104.32230000	-64.27364000
1.87083665	-104.57540000	-63.92336000
1.87110913	-104.39260000	-64.23359000
1.87138161	-104.00510000	-63.98689000
1.87165409	-103.31870000	-63.96858000
1.87192656	-103.45110000	-64.29246000
1.87219904	-103.97360000	-64.24178000
1.87247152	-104.43730000	-64.07728000
1.87274400	-104.60280000	-64.36224000
1.87301648	-104.56880000	-64.37795000
1.87328896	-104.71500000	-64.08165000
1.87356143	-104.68250000	-64.12081000
1.87383391	-104.63200000	-64.19345000
1.87410639	-104.54300000	-64.22105000
1.87437887	-104.63250000	-64.46021000
1.87465135	-104.62830000	-64.34823000
1.87492383	-104.58250000	-64.27628000
1.87519630	-104.53170000	-64.15643000
1.87546878	-104.48800000	-63.93697000
1.87574126	-104.54400000	-64.03288000
1.87601374	-104.54800000	-64.12621000
1.87628622	-104.72950000	-64.33176000
1.87655870	-104.92310000	-64.35914000
1.87683117	-104.98970000	-64.29649000
1.87710365	-104.94530000	-64.03712000
1.87737613	-104.78630000	-63.97499000
1.87764861	-104.43980000	-64.24423000
1.87792109	-104.30500000	-64.25528000
1.87819357	-104.40740000	-64.36456000
1.87846605	-104.67560000	-64.13338000
1.87873852	-105.05390000	-64.03685000
1.87901100	-104.99680000	-64.36520000
1.87928348	-104.88340000	-64.51858000
1.87955596	-104.80950000	-64.48393000
1.87982844	-105.06620000	-64.48699000
1.88010092	-104.86150000	-64.12694000
1.88037339	-103.69290000	-64.08546000
1.88064587	-100.90120000	-64.34258000
1.88091835	-99.50358000	-64.18980000
1.88119083	-100.17430000	-64.26822000
1.88146331	-102.39380000	-64.44987000
1.88173579	-104.42640000	-64.48919000
1.88200826	-104.88000000	-64.78258000
1.88228074	-104.93460000	-64.43468000
1.88255322	-104.92150000	-64.04523000
1.88282570	-104.85550000	-64.34085000
1.88309818	-105.13040000	-64.43433000
1.88337066	-105.02760000	-64.19532000
1.88364313	-104.73990000	-64.18631000
1.88391561	-104.79930000	-64.08956000
1.88418809	-104.83200000	-64.09080000
1.88446057	-104.67840000	-64.16183000
1.88473305	-104.78460000	-64.06394000
1.88500553	-105.01100000	-64.02345000
1.88527801	-105.09860000	-64.23732000
1.88555048	-104.73130000	-64.15675000
1.88582296	-104.70840000	-64.11674000
1.88609544	-104.75930000	-64.15218000
1.88636792	-104.99330000	-64.29848000
1.88664040	-105.11820000	-63.99728000
1.88691288	-105.24550000	-64.20822000
1.88718535	-105.16960000	-64.31165000
1.88745783	-105.09100000	-64.07671000
1.88773031	-105.17510000	-63.76937000
1.88800279	-105.04440000	-63.77540000
1.88827527	-105.09050000	-63.79028000
1.88854775	-104.93180000	-63.87569000
1.88882022	-104.75830000	-64.05317000
1.88909270	-104.65110000	-64.13951000
1.88936518	-104.28740000	-64.23774000
1.88963766	-103.97890000	-64.35773000
1.88991014	-103.91890000	-64.33354000
1.89018262	-104.31840000	-64.55436000
1.89045509	-104.65750000	-64.44354000
1.89072757	-104.96150000	-64.31422000
1.89100005	-105.02640000	-64.27503000
1.89127253	-105.05060000	-64.21044000
1.89154501	-105.14600000	-64.27245000
1.89181749	-104.90790000	-64.32573000
1.89208996	-104.95960000	-64.18526000
1.89236244	-105.14120000	-64.20149000
1.89263492	-105.37390000	-64.35616000
1.89290740	-105.27140000	-64.27944000
1.89317988	-105.17530000	-64.19418000
1.89345236	-105.22920000	-64.09968000
1.89372484	-105.30010000	-64.16145000
1.89399731	-105.18540000	-64.13063000
1.89426979	-105.10400000	-64.07259000
1.89454227	-105.14510000	-64.11068000
1.89481475	-105.14160000	-64.46175000
1.89508723	-105.08400000	-64.93948000
1.89535971	-105.31060000	-64.76126000
1.89563218	-105.33320000	-64.30392000
1.89590466	-105.55350000	-64.25847000
1.89617714	-105.13310000	-64.20280000
1.89644962	-104.99760000	-64.14098000
1.89672210	-104.78910000	-64.09280000
1.89699458	-104.81230000	-64.43167000
1.89726705	-105.03400000	-64.38676000
1.89753953	-105.25420000	-64.61372000
1.89781201	-105.28690000	-64.50501000
1.89808449	-104.78170000	-64.46500000
1.89835697	-103.56750000	-64.35434000
1.89862945	-100.93540000	-64.26402000
1.89890192	-99.55302000	-64.14664000
1.89917440	-100.28020000	-64.18312000
1.89944688	-102.77190000	-64.09698000
1.89971936	-104.88570000	-63.99891000
1.89999184	-104.95700000	-64.17973000
1.90026432	-104.49410000	-64.48904000
1.90053680	-104.55420000	-64.32446000
1.90080927	-104.92580000	-64.29113000
1.90108175	-104.85890000	-64.60550000
1.90135423	-104.72220000	-64.73314000
1.90162671	-104.74260000	-64.41920000
1.90189919	-104.67280000	-64.35484000
1.90217167	-104.90110000	-64.40831000
1.90244414	-104.91650000	-64.52646000
1.90271662	-105.10810000	-64.41830000
1.90298910	-104.93630000	-64.19476000
1.90326158	-104.71780000	-64.42953000
1.90353406	-104.15550000	-64.22662000
1.90380654	-104.23870000	-64.13633000
1.90407901	-104.79090000	-64.18127000
1.90435149	-104.79470000	-64.19204000
1.90462397	-104.91230000	-64.19690000
1.90489645	-104.83240000	-64.23393000
1.90516893	-104.89270000	-64.09593000
1.90544141	-104.95040000	-64.02705000
1.90571388	-104.81570000	-64.12837000
1.90598636	-104.73550000	-64.32862000
1.90625884	-104.99760000	-64.30386000
1.90653132	-105.03400000	-64.42376000
1.90680380	-104.84850000	-64.22987000
1.90707628	-104.63420000	-64.08455000
1.90734875	-104.15190000	-64.11581000
1.90762123	-103.75650000	-64.06590000
1.90789371	-103.65820000	-64.27139000
1.90816619	-103.98890000	-64.22759000
1.90843867	-104.32930000	-64.11865000
1.90871115	-104.70790000	-63.94615000
1.90898363	-104.67760000	-64.05109000
1.90925610	-104.68640000	-64.02305000
1.90952858	-104.84670000	-64.07977000
1.90980106	-104.72060000	-63.94505000
1.91007354	-104.73760000	-64.13445000
1.91034602	-104.79630000	-64.11129000
1.91061850	-104.90910000	-64.22239000
1.91089097	-105.04670000	-64.38605000
1.91116345	-104.70820000	-64.60248000
1.91143593	-105.13240000	-64.38976000
1.91170841	-105.24940000	-64.31302000
1.91198089	-104.89380000	-64.31512000
1.91225337	-104.51720000	-64.45703000
1.91252584	-104.18510000	-64.62606000
1.91279832	-104.44590000	-64.55222000
1.91307080	-104.86080000	-64.10620000
1.91334328	-104.72440000	-64.18964000
1.91361576	-104.61880000	-64.10440000
1.91388824	-104.68070000	-64.12550000
1.91416071	-104.55270000	-64.57697000
1.91443319	-104.48690000	-64.68840000
1.91470567	-104.55980000	-64.54588000
1.91497815	-104.50900000	-64.54054000
1.91525063	-104.59490000	-64.22753000
1.91552311	-104.58660000	-64.25880000
1.91579559	-104.86180000	-64.07777000
1.91606806	-104.94900000	-63.96276000
1.91634054	-103.63970000	-64.05429000
1.91661302	-101.14880000	-64.17401000
1.91688550	-99.25326000	-64.22093000
1.91715798	-99.87727000	-64.57082000
1.91743046	-102.07520000	-64.52658000
1.91770293	-103.74180000	-64.46630000
1.91797541	-104.16940000	-64.39660000
1.91824789	-104.61000000	-64.35820000
1.91852037	-104.89770000	-64.14506000
1.91879285	-104.88340000	-64.28549000
1.91906533	-104.56920000	-64.33537000
1.91933780	-104.52550000	-64.20256000
1.91961028	-104.57450000	-64.42076000
1.91988276	-104.79050000	-64.15842000
1.92015524	-104.91880000	-64.08456000
1.92042772	-104.89330000	-64.16267000
1.92070020	-104.58230000	-64.10336000
1.92097267	-104.58090000	-64.36040000
1.92124515	-104.74840000	-64.23240000
1.92151763	-104.66630000	-64.31955000
1.92179011	-104.59750000	-64.25826000
1.92206259	-104.74570000	-64.32755000
1.92233507	-104.64240000	-63.92172000
1.92260754	-104.68680000	-64.21121000
1.92288002	-104.65420000	-64.19157000
1.92315250	-104.65990000	-64.42207000
1.92342498	-104.54680000	-64.37730000
1.92369746	-104.53290000	-64.24405000
1.92396994	-104.65230000	-64.22475000
1.92424242	-104.80480000	-64.27297000
1.92451489	-104.66830000	-64.39947000
1.92478737	-104.46110000	-64.34901000
1.92505985	-104.75470000	-64.35740000
1.92533233	-104.40120000	-64.39939000
1.92560481	-103.65540000	-64.30398000
1.92587729	-103.29950000	-64.42510000
1.92614976	-103.87790000	-64.77367000
1.92642224	-104.68040000	-64.87617000
1.92669472	-104.53380000	-64.54527000
1.92696720	-104.51710000	-64.08889000
1.92723968	-104.52070000	-64.22945000
1.92751216	-104.57180000	-64.37458000
1.92778463	-104.48210000	-64.50568000
1.92805711	-104.65680000	-64.39460000
1.92832959	-104.86480000	-64.28653000
1.92860207	-104.78960000	-64.33751000
1.92887455	-104.90560000	-64.33638000
1.92914703	-104.78360000	-64.44533000
1.92941950	-104.48370000	-64.36300000
1.92969198	-104.65500000	-64.21037000
1.92996446	-104.81590000	-64.38544000
1.93023694	-104.73720000	-64.34692000
1.93050942	-104.53110000	-64.31052000
1.93078190	-104.53460000	-64.41331000
1.93105438	-104.57270000	-64.67852000
1.93132685	-104.52030000	-64.67758000
1.93159933	-104.64580000	-64.35376000
1.93187181	-104.75700000	-64.48064000
1.93214429	-104.79470000	-64.63768000
1.93241677	-104.64550000	-64.70181000
1.93268925	-104.56630000	-64.44984000
1.93296172	-104.54920000	-64.31280000
1.93323420	-104.48460000	-64.44789000
1.93350668	-104.63620000	-64.59397000
1.93377916	-104.75960000	-64.46080000
1.93405164	-104.68170000	-64.38554000
1.93432412	-103.25040000	-64.38544000
1.93459659	-100.45860000	-64.58566000
1.93486907	-99.07100000	-64.58801000
1.93514155	-99.48977000	-64.24958000
1.93541403	-101.76980000	-64.16126000
1.93568651	-104.00210000	-64.19420000
1.93595899	-104.65270000	-64.27618000
1.93623146	-104.72670000	-64.16814000
1.93650394	-104.43410000	-64.31847000
1.93677642	-104.50730000	-64.40759000
1.93704890	-104.57340000	-64.85849000
1.93732138	-104.83070000	-64.97352000
1.93759386	-105.23220000	-64.60155000
1.93786633	-104.52180000	-64.43283000
1.93813881	-104.45400000	-64.18231000
1.93841129	-104.43610000	-64.33620000
1.93868377	-104.71100000	-64.35817000
1.93895625	-104.66990000	-64.38410000
1.93922873	-104.76640000	-64.31538000
1.93950121	-104.63750000	-64.45936000
1.93977368	-104.59910000	-64.37740000
1.94004616	-104.60080000	-64.52866000
1.94031864	-104.58450000	-64.78529000
1.94059112	-104.68660000	-64.65083000
1.94086360	-104.69550000	-64.49200000
1.94113608	-104.50670000	-64.44076000
1.94140855	-104.18890000	-64.57813000
1.94168103	-104.56210000	-64.66900000
1.94195351	-104.72460000	-64.38329000
1.94222599	-104.97260000	-64.13631000
1.94249847	-105.06460000	-64.56367000
1.94277095	-104.69320000	-64.71232000
1.94304342	-104.35750000	-64.49316000
1.94331590	-104.13710000	-64.55517000
1.94358838	-103.59260000	-64.59219000
1.94386086	-103.14790000	-64.60566000
1.94413334	-103.24140000	-64.34935000
1.94440582	-103.94250000	-64.30650000
1.94467829	-104.40840000	-64.41251000
1.94495077	-104.28410000	-64.45043000
1.94522325	-104.13260000	-64.60090000
1.94549573	-104.13300000	-64.61709000
1.94576821	-104.30940000	-64.51018000
1.94604069	-104.56140000	-64.52331000
1.94631317	-104.62720000	-64.40924000
1.94658564	-104.52610000	-64.34642000
1.94685812	-104.72090000	-64.39528000
1.94713060	-104.68230000	-64.34731000
1.94740308	-104.98440000	-64.58577000
1.94767556	-104.77860000	-64.70242000
1.94794804	-104.60520000	-64.72596000
1.94822051	-104.68450000	-64.59831000
1.94849299	-104.82950000	-64.48284000
1.94876547	-104.63670000	-64.55137000
1.94903795	-104.37900000	-64.58263000
1.94931043	-104.58720000	-64.51124000
1.94958291	-104.90050000	-64.54364000
1.94985538	-104.75930000	-64.89209000
1.95012786	-104.54880000	-64.75084000
1.95040034	-104.57040000	-64.47621000
1.95067282	-104.70880000	-64.53979000
1.95094530	-104.89060000	-64.37675000
1.95121778	-104.96500000	-64.18665000
1.95149025	-104.99030000	-64.40367000
1.95176273	-104.88000000	-64.48148000
1.95203521	-104.77780000	-64.29384000
1.95230769	-103.77600000	-64.47208000
1.95258017	-100.78870000	-64.53540000
1.95285265	-98.87620000	-64.65253000
1.95312513	-99.41576000	-64.44529000
1.95339760	-101.43440000	-64.47763000
1.95367008	-104.01750000	-64.25987000
1.95394256	-104.79910000	-64.19486000
1.95421504	-104.63310000	-64.33382000
1.95448752	-104.74140000	-64.14755000
1.95476000	-104.73280000	-64.48216000
1.95503247	-104.84690000	-64.60928000
1.95530495	-104.79520000	-64.46623000
1.95557743	-104.67580000	-64.45644000
1.95584991	-104.87110000	-64.54620000
1.95612239	-104.75820000	-64.49276000
1.95639487	-104.78020000	-64.35931000
1.95666734	-104.88840000	-64.48715000
1.95693982	-104.65100000	-64.18285000
1.95721230	-104.61350000	-64.22371000
1.95748478	-104.84810000	-64.48597000
1.95775726	-104.75120000	-64.59894000
1.95802974	-104.82330000	-64.49446000
1.95830221	-105.01500000	-64.31364000
1.95857469	-104.93180000	-64.27599000
1.95884717	-104.82110000	-64.36736000
1.95911965	-104.89750000	-64.29506000
1.95939213	-104.91810000	-64.33597000
1.95966461	-104.73090000	-64.38214000
1.95993708	-104.83530000	-64.27673000
1.96020956	-104.47030000	-64.31559000
1.96048204	-104.50300000	-64.37414000
1.96075452	-104.62720000	-64.64302000
1.96102700	-104.50070000	-64.51162000
1.96129948	-104.31000000	-64.65741000
1.96157196	-103.82510000	-64.64350000
1.96184443	-103.70460000	-64.76505000
1.96211691	-103.98480000	-64.65213000
1.96238939	-104.39560000	-64.44611000
1.96266187	-104.95900000	-64.40675000
1.96293435	-105.13790000	-64.31593000
1.96320683	-105.00870000	-64.38383000
1.96347930	-104.87190000	-64.32100000
1.96375178	-104.90480000	-64.28613000
1.96402426	-104.79280000	-64.44056000
1.96429674	-104.68470000	-64.72916000
1.96456922	-104.70660000	-64.69465000
1.96484170	-104.71560000	-64.82723000
1.96511417	-104.67630000	-64.78711000
1.96538665	-104.75540000	-64.66341000
1.96565913	-105.01930000	-64.59190000
1.96593161	-104.75110000	-64.33109000
1.96620409	-104.76530000	-64.55024000
1.96647657	-104.60210000	-64.54147000
1.96674904	-104.85870000	-64.70806000
1.96702152	-105.01980000	-64.63431000
1.96729400	-104.76080000	-64.48761000
1.96756648	-104.84780000	-64.55541000
1.96783896	-104.66160000	-64.73283000
1.96811144	-104.81150000	-64.79926000
1.96838392	-105.03260000	-64.75254000
1.96865639	-105.02100000	-64.94876000
1.96892887	-105.30730000	-64.92536000
1.96920135	-105.07850000	-65.03904000
1.96947383	-104.95800000	-64.70624000
1.96974631	-104.91220000	-64.82816000
1.97001879	-104.78330000	-64.83656000
1.97029126	-103.59800000	-64.97138000
1.97056374	-100.39820000	-64.46810000
1.97083622	-98.40086000	-64.41875000
1.97110870	-98.90469000	-64.56389000
1.97138118	-101.13710000	-64.80285000
1.97165366	-103.65790000	-64.81087000
1.97192613	-104.62560000	-64.72999000
1.97219861	-104.67130000	-64.83353000
1.97247109	-104.52450000	-64.68646000
1.97274357	-104.79140000	-64.55616000
1.97301605	-104.79570000	-64.45379000
1.97328853	-104.50130000	-64.49064000
1.97356100	-104.42920000	-64.55723000
1.97383348	-104.61620000	-64.53635000
1.97410596	-104.65740000	-64.35337000
1.97437844	-104.56250000	-64.22624000
1.97465092	-104.44090000	-64.27808000
1.97492340	-104.56580000	-64.38250000
1.97519587	-104.41310000	-64.39859000
1.97546835	-104.41250000	-64.40839000
1.97574083	-104.41470000	-64.66750000
1.97601331	-104.53440000	-64.91767000
1.97628579	-104.53580000	-64.91372000
1.97655827	-104.49720000	-64.74168000
1.97683075	-104.49950000	-64.78544000
1.97710322	-104.60270000	-64.84713000
1.97737570	-104.71250000	-64.66014000
1.97764818	-104.27710000	-64.76305000
1.97792066	-104.34500000	-64.57571000
1.97819314	-104.15510000	-64.61456000
1.97846562	-103.68000000	-64.56807000
1.97873809	-103.64960000	-64.42179000
1.97901057	-103.86670000	-64.54982000
1.97928305	-104.01480000	-64.56052000
1.97955553	-103.57040000	-64.39344000
1.97982801	-103.17260000	-64.53338000
1.98010049	-103.41510000	-64.74697000
1.98037296	-103.98660000	-64.74317000
1.98064544	-104.24620000	-64.76501000
1.98091792	-104.25290000	-64.81405000
1.98119040	-104.41960000	-64.57283000
1.98146288	-104.46480000	-64.37815000
1.98173536	-104.55030000	-64.60363000
1.98200783	-104.31540000	-64.57706000
1.98228031	-104.31300000	-64.52805000
1.98255279	-104.58710000	-64.51497000
1.98282527	-104.50540000	-64.52855000
1.98309775	-104.50540000	-64.57529000
1.98337023	-104.28830000	-64.79698000
1.98364271	-104.35210000	-64.91865000
1.98391518	-104.67340000	-64.71229000
1.98418766	-104.97570000	-64.73405000
1.98446014	-104.62310000	-64.58767000
1.98473262	-104.37520000	-64.46077000
1.98500510	-104.51560000	-64.29652000
1.98527758	-104.59790000	-64.37594000
1.98555005	-104.75370000	-64.37050000
1.98582253	-104.71090000	-64.50243000
1.98609501	-104.66160000	-64.41701000
1.98636749	-104.52660000	-64.65202000
1.98663997	-104.25340000	-64.86285000
1.98691245	-104.21520000	-64.94376000
1.98718492	-104.29740000	-64.91299000
1.98745740	-104.21290000	-64.78043000
1.98772988	-104.44010000	-64.40244000
1.98800236	-104.33810000	-64.36559000
1.98827484	-103.37490000	-64.38683000
1.98854732	-100.15520000	-64.46405000
1.98881979	-97.95489000	-64.56101000
1.98909227	-98.37799000	-64.66711000
1.98936475	-100.18480000	-64.84613000
1.98963723	-103.12700000	-64.79337000
1.98990971	-104.23060000	-64.58023000
1.99018219	-104.33050000	-64.59837000
1.99045466	-104.63970000	-64.75323000
1.99072714	-104.58630000	-64.84635000
1.99099962	-104.83080000	-64.88683000
1.99127210	-104.88630000	-64.67648000
1.99154458	-104.66390000	-64.87650000
1.99181706	-104.40680000	-64.93106000
1.99208954	-104.18050000	-64.63012000
1.99236201	-104.46650000	-64.53262000
1.99263449	-104.59460000	-64.66487000
1.99290697	-104.77530000	-64.59591000
1.99317945	-104.67300000	-64.58921000
1.99345193	-104.44010000	-64.80701000
1.99372441	-104.13990000	-64.70047000
1.99399688	-104.47110000	-64.69953000
1.99426936	-104.70060000	-64.99231000
1.99454184	-104.46260000	-65.07961000
1.99481432	-104.52040000	-65.14301000
1.99508680	-104.50040000	-65.05336000
1.99535928	-104.48240000	-64.79028000
1.99563175	-104.61620000	-64.68759000
1.99590423	-104.42890000	-64.73091000
1.99617671	-104.64160000	-64.80602000
1.99644919	-104.44940000	-64.89516000
1.99672167	-104.46550000	-64.67638000
1.99699415	-104.34620000	-64.79772000
1.99726662	-104.16190000	-64.54314000
1.99753910	-103.54180000	-64.55541000
1.99781158	-102.77630000	-64.64950000
1.99808406	-102.69360000	-64.68690000
1.99835654	-103.14660000	-64.75938000
1.99862902	-103.80600000	-64.75217000
1.99890150	-104.43440000	-64.79000000
1.99917397	-104.58410000	-64.67720000
1.99944645	-104.52350000	-64.62670000
1.99971893	-104.29310000	-64.54601000
1.99999141	-104.21660000	-64.74646000
2.00026389	-104.31120000	-64.82735000
2.00053637	-104.46320000	-64.92776000
2.00080884	-104.78240000	-64.56742000
2.00108132	-104.56770000	-64.69571000
2.00135380	-104.63470000	-64.94292000
2.00162628	-104.58570000	-64.79764000
2.00189876	-104.48120000	-64.62562000
2.00217124	-104.43970000	-64.61833000
2.00244371	-104.48330000	-64.78639000
2.00271619	-104.35400000	-64.82518000
2.00298867	-104.41230000	-64.95236000
2.00326115	-104.19150000	-64.92166000
2.00353363	-104.28500000	-64.79958000
2.00380611	-104.45020000	-64.67387000
2.00407858	-104.28380000	-64.64683000
2.00435106	-104.55370000	-64.81461000
2.00462354	-104.84570000	-64.86883000
2.00489602	-104.72080000	-64.58368000
2.00516850	-104.36820000	-64.69765000
2.00544098	-104.15510000	-64.88019000
2.00571345	-104.32790000	-64.64140000
2.00598593	-104.23870000	-64.42885000
2.00625841	-102.90230000	-64.58226000
2.00653089	-99.41605000	-64.69523000
2.00680337	-97.35003000	-64.72456000
2.00707585	-97.83931000	-65.00469000
2.00734833	-99.94408000	-64.98978000
2.00762080	-102.80630000	-64.62575000
2.00789328	-104.40020000	-64.65191000
2.00816576	-104.51450000	-64.49496000
2.00843824	-104.52590000	-64.59019000
2.00871072	-104.51160000	-64.78949000
2.00898320	-104.27360000	-64.82678000
2.00925567	-104.13130000	-64.95660000
2.00952815	-104.35270000	-64.71914000
2.00980063	-104.47330000	-64.72380000
2.01007311	-104.30820000	-64.60942000
2.01034559	-104.17970000	-64.71516000
2.01061807	-104.13940000	-64.54185000
2.01089054	-104.58450000	-64.76326000
2.01116302	-104.69510000	-64.61350000
2.01143550	-104.27790000	-64.53983000
2.01170798	-104.36590000	-64.26883000
2.01198046	-104.32830000	-64.53275000
2.01225294	-104.49250000	-65.02609000
2.01252541	-104.69550000	-64.77667000
2.01279789	-104.67390000	-64.85354000
2.01307037	-104.49650000	-65.02782000
2.01334285	-104.47580000	-64.79929000
2.01361533	-104.34270000	-64.89810000
2.01388781	-104.48480000	-64.85333000
2.01416029	-104.12560000	-64.86317000
2.01443276	-104.18570000	-64.92466000
2.01470524	-104.28430000	-64.96040000
2.01497772	-104.28400000	-64.90184000
2.01525020	-103.73640000	-64.95860000
2.01552268	-102.77240000	-64.74134000
2.01579516	-101.76580000	-64.73703000
2.01606763	-101.66100000	-64.71908000
2.01634011	-102.52720000	-64.87547000
2.01661259	-103.65280000	-64.93440000
2.01688507	-104.28230000	-64.64937000
2.01715755	-104.63740000	-64.80763000
2.01743003	-104.62160000	-64.73447000
2.01770250	-104.72350000	-64.74563000
2.01797498	-104.28800000	-64.75890000
2.01824746	-104.23330000	-65.02786000
2.01851994	-104.47310000	-64.95141000
2.01879242	-104.56510000	-64.61288000
2.01906490	-104.49340000	-64.74821000
2.01933737	-104.44760000	-64.89175000
2.01960985	-104.31860000	-64.82442000
2.01988233	-104.17730000	-64.61793000
2.02015481	-104.21800000	-64.75835000
2.02042729	-104.38860000	-64.79807000
2.02069977	-104.78710000	-64.72784000
2.02097224	-104.72240000	-64.68714000
2.02124472	-104.76170000	-64.92639000
2.02151720	-104.80650000	-65.14160000
2.02178968	-104.74340000	-64.88806000
2.02206216	-104.61260000	-64.73557000
2.02233464	-104.51820000	-64.66462000
2.02260712	-104.70030000	-64.68055000
2.02287959	-104.90130000	-64.88447000
2.02315207	-104.59430000	-64.92911000
2.02342455	-104.27360000	-64.96759000
2.02369703	-104.51610000	-64.90810000
2.02396951	-104.25230000	-64.96920000
2.02424199	-102.91600000	-64.77092000
2.02451446	-99.27718000	-64.76038000
2.02478694	-96.85455000	-64.92136000
2.02505942	-97.22890000	-64.98129000
2.02533190	-99.25457000	-64.88309000
2.02560438	-102.15700000	-64.83987000
2.02587686	-104.10230000	-64.78973000
2.02614933	-104.43290000	-64.74707000
2.02642181	-104.68850000	-64.95785000
2.02669429	-104.42390000	-64.99701000
2.02696677	-104.41380000	-64.85993000
2.02723925	-104.26740000	-64.71626000
2.02751173	-104.43460000	-64.66376000
2.02778420	-104.58420000	-64.74764000
2.02805668	-104.58100000	-64.67669000
2.02832916	-104.67010000	-64.55206000
2.02860164	-104.61680000	-64.50578000
2.02887412	-104.58460000	-64.80611000
2.02914660	-104.44280000	-64.76532000
2.02941908	-104.37750000	-64.44617000
2.02969155	-104.57790000	-64.63178000
2.02996403	-104.92050000	-64.88232000
2.03023651	-104.62630000	-64.97681000
2.03050899	-104.58150000	-65.01357000
2.03078147	-104.97260000	-64.85728000
2.03105395	-104.84220000	-64.75168000
2.03132642	-104.86100000	-64.74435000
2.03159890	-104.88080000	-64.84414000
2.03187138	-104.84420000	-64.92023000
2.03214386	-104.98360000	-65.03214000
2.03241634	-104.62180000	-64.99748000
2.03268882	-104.42970000	-64.99509000
2.03296129	-104.11870000	-65.00747000
2.03323377	-103.70550000	-64.99557000
2.03350625	-102.44450000	-64.99492000
2.03377873	-100.80470000	-64.83733000
2.03405121	-100.48830000	-64.62640000
2.03432369	-101.80110000	-64.83337000
2.03459616	-103.54840000	-64.83823000
2.03486864	-104.64560000	-64.67117000
2.03514112	-104.73750000	-64.66527000
2.03541360	-104.62830000	-64.78798000
2.03568608	-104.53860000	-64.85909000
2.03595856	-104.62160000	-64.83453000
2.03623104	-104.67500000	-64.73994000
2.03650351	-104.51520000	-64.89104000
2.03677599	-104.46590000	-64.83141000
2.03704847	-104.46740000	-64.72683000
2.03732095	-104.37080000	-64.86373000
2.03759343	-104.46070000	-64.83736000
2.03786591	-104.68840000	-64.85346000
2.03813838	-104.34290000	-64.77723000
2.03841086	-103.88350000	-64.90296000
2.03868334	-104.18800000	-64.70639000
2.03895582	-104.42830000	-64.91397000
2.03922830	-104.32650000	-64.84495000
2.03950078	-104.44120000	-64.76357000
2.03977325	-104.45840000	-64.99055000
2.04004573	-104.72860000	-64.88940000
2.04031821	-104.91180000	-64.96411000
2.04059069	-104.54450000	-64.92869000
2.04086317	-104.22650000	-65.00668000
2.04113565	-104.19030000	-64.95991000
2.04140812	-104.26130000	-65.14928000
2.04168060	-104.27700000	-65.15025000
2.04195308	-104.33890000	-65.17962000
2.04222556	-103.12050000	-65.22145000
2.04249804	-99.06519000	-65.00159000
2.04277052	-96.28684000	-65.12194000
2.04304299	-96.39211000	-65.21993000
2.04331547	-98.74743000	-65.05299000
2.04358795	-101.97440000	-64.74559000
2.04386043	-104.19400000	-64.83619000
2.04413291	-104.35010000	-64.70207000
2.04440539	-104.47060000	-64.88320000
2.04467787	-104.39520000	-64.68184000
2.04495034	-104.39080000	-64.83816000
2.04522282	-104.60650000	-65.00562000
2.04549530	-104.53650000	-64.94701000
2.04576778	-104.33960000	-64.79744000
2.04604026	-104.23940000	-65.13427000
2.04631274	-104.41470000	-64.88909000
2.04658521	-104.58960000	-64.77457000
2.04685769	-104.49520000	-64.82685000
2.04713017	-104.42230000	-65.00602000
2.04740265	-103.95870000	-65.20306000
2.04767513	-103.16540000	-65.08697000
2.04794761	-102.78570000	-64.81612000
2.04822008	-103.79700000	-64.93943000
2.04849256	-104.48250000	-64.69205000
2.04876504	-104.26110000	-64.69843000
2.04903752	-104.07420000	-64.77592000
2.04931000	-104.28820000	-65.08862000
2.04958248	-104.14920000	-65.34587000
2.04985495	-104.23520000	-65.26435000
2.05012743	-104.44860000	-64.95997000
2.05039991	-104.41270000	-64.87620000
