Frequenz	Kanal A	Kanal C
(MHz)	(dBV)	(dBV)

0.39182393	-102.70370000	-55.02302000
0.39209641	-102.75640000	-55.48063000
0.39236889	-102.91570000	-55.39083000
0.39264137	-102.94620000	-55.08792000
0.39291384	-102.70540000	-55.15175000
0.39318632	-102.83440000	-55.14009000
0.39345880	-102.90440000	-55.37888000
0.39373128	-102.64420000	-55.34296000
0.39400376	-101.95550000	-55.19189000
0.39427624	-101.67980000	-55.23225000
0.39454871	-101.80530000	-55.02725000
0.39482119	-102.04340000	-55.00159000
0.39509367	-101.92830000	-55.25362000
0.39536615	-101.90100000	-55.44139000
0.39563863	-101.82220000	-55.53458000
0.39591111	-101.76680000	-55.35249000
0.39618358	-101.51770000	-55.26898000
0.39645606	-101.49580000	-54.90701000
0.39672854	-101.48340000	-55.06658000
0.39700102	-101.47280000	-55.42414000
0.39727350	-101.19160000	-55.04901000
0.39754598	-101.30260000	-54.66846000
0.39781845	-100.96320000	-54.98220000
0.39809093	-100.95250000	-55.19333000
0.39836341	-100.87290000	-55.00313000
0.39863589	-100.76840000	-55.04182000
0.39890837	-100.81200000	-55.03070000
0.39918085	-100.77170000	-55.04217000
0.39945332	-100.41740000	-55.10622000
0.39972580	-100.34390000	-55.05060000
0.39999828	-100.12770000	-55.21310000
0.40027076	-99.87823000	-55.10931000
0.40054324	-99.83807000	-55.07261000
0.40081572	-99.78876000	-54.92765000
0.40108820	-99.48425000	-55.07731000
0.40136067	-99.39116000	-55.11263000
0.40163315	-99.35292000	-55.19059000
0.40190563	-99.33875000	-55.21910000
0.40217811	-99.35384000	-55.01152000
0.40245059	-99.20834000	-54.87827000
0.40272307	-98.97285000	-54.92887000
0.40299554	-98.82912000	-55.10246000
0.40326802	-98.83131000	-55.22559000
0.40354050	-98.69046000	-55.17683000
0.40381298	-98.73873000	-55.26156000
0.40408546	-98.43498000	-55.35019000
0.40435794	-98.35966000	-55.07113000
0.40463041	-98.17087000	-55.30923000
0.40490289	-98.21505000	-55.14029000
0.40517537	-98.13096000	-55.36354000
0.40544785	-97.90406000	-55.34359000
0.40572033	-97.49800000	-55.45890000
0.40599281	-97.25639000	-55.48970000
0.40626528	-97.12713000	-55.56046000
0.40653776	-96.97492000	-55.76283000
0.40681024	-96.74048000	-55.25036000
0.40708272	-96.71806000	-55.14217000
0.40735520	-96.57497000	-54.90107000
0.40762768	-96.35181000	-55.07047000
0.40790016	-96.15961000	-55.10482000
0.40817263	-95.97897000	-55.40327000
0.40844511	-96.02625000	-55.41376000
0.40871759	-95.89123000	-55.14013000
0.40899007	-95.66482000	-55.37027000
0.40926255	-95.75906000	-55.41867000
0.40953503	-95.49534000	-55.32069000
0.40980750	-95.22588000	-55.25171000
0.41007998	-94.85805000	-55.38250000
0.41035246	-94.69840000	-55.53091000
0.41062494	-94.89746000	-55.54463000
0.41089742	-94.78461000	-55.48425000
0.41116990	-94.56168000	-55.44091000
0.41144237	-94.42933000	-55.32710000
0.41171485	-94.37981000	-55.23610000
0.41198733	-94.67277000	-55.33570000
0.41225981	-94.77252000	-55.47094000
0.41253229	-94.66555000	-55.42914000
0.41280477	-94.36956000	-55.37960000
0.41307724	-94.29397000	-55.37827000
0.41334972	-94.29425000	-55.43560000
0.41362220	-94.53463000	-55.47509000
0.41389468	-94.73470000	-55.27442000
0.41416716	-95.03432000	-55.35113000
0.41443964	-95.03034000	-55.60237000
0.41471211	-95.12159000	-55.41619000
0.41498459	-95.09992000	-55.42094000
0.41525707	-95.27277000	-55.31136000
0.41552955	-95.61183000	-55.14342000
0.41580203	-95.67162000	-55.24269000
0.41607451	-95.64140000	-55.54044000
0.41634699	-95.76941000	-55.66739000
0.41661946	-96.05390000	-55.26060000
0.41689194	-96.35112000	-55.27016000
0.41716442	-96.42087000	-55.36807000
0.41743690	-96.32874000	-55.27543000
0.41770938	-96.53465000	-55.31437000
0.41798186	-96.63285000	-55.18606000
0.41825433	-96.73969000	-55.19794000
0.41852681	-96.96039000	-55.28014000
0.41879929	-97.22034000	-55.66816000
0.41907177	-97.44602000	-55.63075000
0.41934425	-97.40420000	-55.51957000
0.41961673	-97.58342000	-55.18431000
0.41988920	-97.84135000	-55.26705000
0.42016168	-97.92414000	-55.19224000
0.42043416	-97.84548000	-55.12903000
0.42070664	-97.94862000	-55.15577000
0.42097912	-98.11481000	-55.52082000
0.42125160	-98.31200000	-55.60106000
0.42152407	-98.33939000	-55.55677000
0.42179655	-98.45214000	-55.37975000
0.42206903	-99.06001000	-55.46701000
0.42234151	-98.95335000	-55.35129000
0.42261399	-99.20174000	-55.38992000
0.42288647	-99.29137000	-55.31530000
0.42315895	-99.36590000	-55.49281000
0.42343142	-99.52821000	-55.66580000
0.42370390	-99.66627000	-55.63657000
0.42397638	-99.73906000	-55.59518000
0.42424886	-99.87800000	-55.51068000
0.42452134	-99.98386000	-55.47214000
0.42479382	-99.93729000	-55.62410000
0.42506629	-100.07390000	-55.57710000
0.42533877	-100.63200000	-55.46501000
0.42561125	-100.72200000	-55.53672000
0.42588373	-100.68460000	-55.63745000
0.42615621	-100.73590000	-55.59597000
0.42642869	-100.64940000	-55.68936000
0.42670116	-100.88500000	-55.62883000
0.42697364	-100.90260000	-55.65471000
0.42724612	-100.90550000	-55.75686000
0.42751860	-100.84270000	-55.54070000
0.42779108	-100.89050000	-55.50354000
0.42806356	-100.85100000	-55.51635000
0.42833603	-101.26840000	-55.53091000
0.42860851	-101.48120000	-55.52618000
0.42888099	-101.43660000	-55.41291000
0.42915347	-101.51540000	-55.35960000
0.42942595	-101.27540000	-55.35824000
0.42969843	-101.40370000	-55.27795000
0.42997091	-101.56610000	-55.38711000
0.43024338	-101.79630000	-55.60312000
0.43051586	-101.96550000	-55.54507000
0.43078834	-101.93960000	-55.56698000
0.43106082	-101.94870000	-55.54094000
0.43133330	-102.05500000	-55.37169000
0.43160578	-102.29270000	-55.30062000
0.43187825	-102.02960000	-55.50491000
0.43215073	-102.08010000	-55.62459000
0.43242321	-102.23220000	-55.54515000
0.43269569	-102.41300000	-55.35577000
0.43296817	-102.47460000	-55.19993000
0.43324065	-102.72140000	-55.28954000
0.43351312	-102.88340000	-55.32684000
0.43378560	-102.75270000	-55.38568000
0.43405808	-103.03040000	-55.33611000
0.43433056	-103.15880000	-55.45184000
0.43460304	-103.47250000	-55.39069000
0.43487552	-103.47860000	-55.43275000
0.43514799	-103.67420000	-55.64545000
0.43542047	-103.87820000	-55.68305000
0.43569295	-103.98730000	-55.63784000
0.43596543	-104.15590000	-55.51144000
0.43623791	-104.10360000	-55.41664000
0.43651039	-104.13880000	-55.61958000
0.43678286	-104.36050000	-55.69514000
0.43705534	-104.62670000	-55.71329000
0.43732782	-104.73890000	-55.91756000
0.43760030	-104.95230000	-55.83477000
0.43787278	-105.32940000	-55.53600000
0.43814526	-105.35150000	-55.53940000
0.43841774	-105.29150000	-55.52199000
0.43869021	-105.40850000	-55.52287000
0.43896269	-105.55340000	-55.78808000
0.43923517	-105.67370000	-55.63838000
0.43950765	-105.39510000	-55.62970000
0.43978013	-105.41710000	-55.80809000
0.44005261	-105.62760000	-55.84162000
0.44032508	-105.81240000	-55.88074000
0.44059756	-106.07610000	-55.76108000
0.44087004	-106.04460000	-55.72850000
0.44114252	-106.07910000	-55.21299000
0.44141500	-106.07350000	-55.14806000
0.44168748	-106.27010000	-55.64099000
0.44195995	-106.47950000	-55.75752000
0.44223243	-106.65370000	-55.63724000
0.44250491	-106.95110000	-55.65722000
0.44277739	-106.89620000	-55.39191000
0.44304987	-106.72330000	-55.84097000
0.44332235	-107.02610000	-55.89839000
0.44359482	-107.16940000	-55.66142000
0.44386730	-107.19020000	-55.71418000
0.44413978	-107.30070000	-56.01410000
0.44441226	-107.30740000	-55.98326000
0.44468474	-107.40220000	-55.73846000
0.44495722	-107.60960000	-55.55330000
0.44522970	-107.36290000	-55.80757000
0.44550217	-107.32370000	-55.71827000
0.44577465	-107.31660000	-55.70823000
0.44604713	-107.44400000	-55.80404000
0.44631961	-107.57810000	-55.75204000
0.44659209	-107.58080000	-55.61265000
0.44686457	-107.56540000	-55.56726000
0.44713704	-107.53290000	-55.46830000
0.44740952	-107.65930000	-55.38334000
0.44768200	-107.64070000	-55.49014000
0.44795448	-107.85970000	-55.51425000
0.44822696	-107.91320000	-55.35255000
0.44849944	-107.59000000	-55.51172000
0.44877191	-107.54780000	-55.53695000
0.44904439	-108.10910000	-55.74441000
0.44931687	-108.21520000	-55.61185000
0.44958935	-108.09860000	-55.62099000
0.44986183	-108.33010000	-55.66510000
0.45013431	-108.43800000	-55.55962000
0.45040678	-108.37740000	-55.91292000
0.45067926	-108.12740000	-55.71749000
0.45095174	-108.28930000	-55.72621000
0.45122422	-108.29730000	-55.81306000
0.45149670	-108.33740000	-55.87624000
0.45176918	-108.43450000	-55.78178000
0.45204165	-108.44290000	-55.92390000
0.45231413	-108.61990000	-55.72539000
0.45258661	-108.42920000	-55.81870000
0.45285909	-108.52690000	-56.02459000
0.45313157	-108.49600000	-55.75010000
0.45340405	-108.48340000	-55.77077000
0.45367653	-108.53750000	-55.81362000
0.45394900	-108.47530000	-55.67415000
0.45422148	-108.35610000	-55.63530000
0.45449396	-108.65870000	-55.72715000
0.45476644	-108.70540000	-55.67734000
0.45503892	-108.42870000	-55.72866000
0.45531140	-108.29060000	-55.59598000
0.45558387	-108.39550000	-55.66913000
0.45585635	-108.51920000	-55.94297000
0.45612883	-108.39580000	-56.04553000
0.45640131	-108.28570000	-55.94691000
0.45667379	-108.57340000	-55.83977000
0.45694627	-108.64320000	-55.51424000
0.45721874	-108.37590000	-55.36650000
0.45749122	-108.49480000	-55.64146000
0.45776370	-108.63850000	-55.56927000
0.45803618	-108.30320000	-55.64901000
0.45830866	-108.33760000	-55.62756000
0.45858114	-108.47730000	-55.67479000
0.45885361	-108.25940000	-55.67571000
0.45912609	-108.14910000	-55.70368000
0.45939857	-108.19090000	-55.97004000
0.45967105	-108.51360000	-56.26754000
0.45994353	-108.09020000	-56.04947000
0.46021601	-107.60740000	-55.89233000
0.46048849	-107.70480000	-56.08953000
0.46076096	-107.29940000	-55.93277000
0.46103344	-107.35250000	-55.83962000
0.46130592	-107.51980000	-55.71371000
0.46157840	-107.60650000	-55.94049000
0.46185088	-107.58040000	-55.98883000
0.46212336	-107.46850000	-55.87341000
0.46239583	-107.15430000	-55.92411000
0.46266831	-107.09620000	-55.99291000
0.46294079	-107.00940000	-56.11607000
0.46321327	-106.83770000	-55.93670000
0.46348575	-106.68890000	-55.87974000
0.46375823	-106.72360000	-55.70232000
0.46403070	-106.49940000	-55.90229000
0.46430318	-106.23880000	-55.68555000
0.46457566	-106.10190000	-55.75672000
0.46484814	-106.03050000	-55.99707000
0.46512062	-106.25270000	-56.03524000
0.46539310	-105.94190000	-55.65333000
0.46566557	-106.15670000	-55.73305000
0.46593805	-106.10490000	-55.97548000
0.46621053	-105.74250000	-55.75116000
0.46648301	-105.61780000	-55.59090000
0.46675549	-105.56630000	-55.24220000
0.46702797	-105.63480000	-55.29584000
0.46730044	-105.72190000	-55.71730000
0.46757292	-105.61280000	-56.03656000
0.46784540	-105.82240000	-56.16280000
0.46811788	-105.83750000	-55.95545000
0.46839036	-106.19870000	-55.92598000
0.46866284	-106.24040000	-55.85573000
0.46893532	-106.16180000	-55.51978000
0.46920779	-106.10320000	-55.47203000
0.46948027	-106.06960000	-55.76901000
0.46975275	-106.02980000	-55.98957000
0.47002523	-105.90650000	-56.01511000
0.47029771	-105.88640000	-56.00646000
0.47057019	-105.91130000	-56.06841000
0.47084266	-105.79450000	-55.84808000
0.47111514	-105.83090000	-56.06781000
0.47138762	-105.93580000	-55.91421000
0.47166010	-105.80910000	-55.92136000
0.47193258	-106.01400000	-56.01471000
0.47220506	-106.02500000	-55.81533000
0.47247753	-105.95360000	-55.77098000
0.47275001	-105.65600000	-56.00916000
0.47302249	-105.30470000	-56.05767000
0.47329497	-105.10310000	-56.12460000
0.47356745	-105.13070000	-55.71257000
0.47383993	-105.17260000	-55.94077000
0.47411240	-104.98870000	-55.78646000
0.47438488	-104.56500000	-55.92907000
0.47465736	-104.32820000	-55.88184000
0.47492984	-103.98920000	-56.24297000
0.47520232	-103.95260000	-56.22128000
0.47547480	-103.80020000	-56.12410000
0.47574728	-103.33060000	-56.12371000
0.47601975	-103.21680000	-56.18906000
0.47629223	-102.86500000	-56.03474000
0.47656471	-102.88930000	-55.78765000
0.47683719	-102.47150000	-56.02789000
0.47710967	-102.00570000	-56.11747000
0.47738215	-101.94370000	-56.23444000
0.47765462	-101.78800000	-56.03989000
0.47792710	-101.57630000	-55.98574000
0.47819958	-101.35000000	-56.19658000
0.47847206	-101.17640000	-56.00207000
0.47874454	-100.92410000	-56.02301000
0.47901702	-100.46280000	-55.85269000
0.47928949	-100.11700000	-56.02701000
0.47956197	-99.68118000	-56.33685000
0.47983445	-99.20332000	-56.34970000
0.48010693	-98.90820000	-56.23978000
0.48037941	-98.85528000	-55.89278000
0.48065189	-98.34749000	-55.92223000
0.48092436	-97.95378000	-56.13034000
0.48119684	-97.63164000	-55.90029000
0.48146932	-97.44943000	-56.07629000
0.48174180	-97.15755000	-56.43147000
0.48201428	-96.75509000	-56.22229000
0.48228676	-96.45215000	-56.05589000
0.48255923	-96.14323000	-56.13472000
0.48283171	-96.05737000	-56.22076000
0.48310419	-95.60242000	-56.16071000
0.48337667	-95.28535000	-56.17653000
0.48364915	-95.25216000	-55.98010000
0.48392163	-95.11445000	-56.01336000
0.48419411	-94.99363000	-56.15491000
0.48446658	-94.95154000	-56.42675000
0.48473906	-95.09464000	-56.21413000
0.48501154	-95.06956000	-55.98675000
0.48528402	-94.87110000	-55.94925000
0.48555650	-95.09843000	-56.01580000
0.48582898	-95.01671000	-56.09396000
0.48610145	-95.33159000	-56.30463000
0.48637393	-95.56798000	-56.33464000
0.48664641	-95.81351000	-56.42361000
0.48691889	-96.06777000	-56.63575000
0.48719137	-96.51691000	-56.21220000
0.48746385	-97.09737000	-56.05256000
0.48773632	-97.24545000	-56.27821000
0.48800880	-97.42773000	-56.30224000
0.48828128	-97.93935000	-56.37201000
0.48855376	-98.39298000	-56.28698000
0.48882624	-98.72990000	-56.20147000
0.48909872	-98.93356000	-56.18320000
0.48937119	-98.93758000	-56.29815000
0.48964367	-99.30579000	-56.23143000
0.48991615	-99.89934000	-56.34895000
0.49018863	-100.00640000	-56.39098000
0.49046111	-100.36270000	-56.25286000
0.49073359	-100.72020000	-56.30848000
0.49100607	-101.14750000	-56.38952000
0.49127854	-101.44880000	-56.29236000
0.49155102	-101.55620000	-56.07690000
0.49182350	-101.77100000	-56.07153000
0.49209598	-102.13410000	-55.98641000
0.49236846	-102.59140000	-55.93174000
0.49264094	-102.97640000	-55.75900000
0.49291341	-103.13170000	-55.81021000
0.49318589	-103.47490000	-55.99165000
0.49345837	-103.73210000	-56.25936000
0.49373085	-104.09210000	-56.28296000
0.49400333	-104.22530000	-56.10178000
0.49427581	-104.33090000	-55.91480000
0.49454828	-104.72690000	-56.10056000
0.49482076	-104.90000000	-56.21734000
0.49509324	-105.04110000	-56.22582000
0.49536572	-105.43440000	-56.10442000
0.49563820	-105.52940000	-56.13379000
0.49591068	-105.72410000	-56.14074000
0.49618315	-105.72050000	-56.35072000
0.49645563	-105.64680000	-56.31775000
0.49672811	-105.97510000	-56.14545000
0.49700059	-106.15810000	-56.00858000
0.49727307	-106.24190000	-56.13598000
0.49754555	-106.45590000	-56.38371000
0.49781803	-106.41040000	-56.34816000
0.49809050	-106.40700000	-56.44018000
0.49836298	-106.63570000	-56.23763000
0.49863546	-106.64870000	-56.25281000
0.49890794	-106.35120000	-56.34262000
0.49918042	-106.23330000	-56.50633000
0.49945290	-106.34190000	-56.29823000
0.49972537	-106.29960000	-56.24042000
0.49999785	-106.10290000	-56.07450000
0.50027033	-106.24900000	-56.15350000
0.50054281	-106.37500000	-56.35454000
0.50081529	-106.46050000	-56.30752000
0.50108777	-106.46470000	-56.28990000
0.50136024	-106.30160000	-56.41283000
0.50163272	-106.65520000	-56.39346000
0.50190520	-106.58590000	-56.29757000
0.50217768	-106.51670000	-56.23331000
0.50245016	-106.23700000	-56.40382000
0.50272264	-106.41020000	-56.42926000
0.50299511	-106.75150000	-56.26709000
0.50326759	-106.58640000	-56.25874000
0.50354007	-106.28020000	-56.26106000
0.50381255	-106.44140000	-56.26569000
0.50408503	-106.31190000	-56.23590000
0.50435751	-106.14290000	-56.39041000
0.50462998	-106.23580000	-56.20439000
0.50490246	-106.37130000	-56.18942000
0.50517494	-106.79450000	-56.19492000
0.50544742	-106.74150000	-56.18032000
0.50571990	-106.87090000	-55.97009000
0.50599238	-106.89140000	-55.82674000
0.50626486	-106.99240000	-56.10312000
0.50653733	-106.89420000	-56.53774000
0.50680981	-107.04450000	-56.48299000
0.50708229	-107.42050000	-56.55623000
0.50735477	-107.49650000	-56.60658000
0.50762725	-107.57080000	-56.30914000
0.50789973	-107.75620000	-56.33933000
0.50817220	-107.70040000	-56.21157000
0.50844468	-107.42560000	-56.29581000
0.50871716	-107.62870000	-56.42018000
0.50898964	-108.03390000	-56.46444000
0.50926212	-108.09270000	-56.34561000
0.50953460	-108.14870000	-56.34328000
0.50980707	-108.36520000	-56.25703000
0.51007955	-108.57680000	-56.24489000
0.51035203	-108.65560000	-56.26287000
0.51062451	-108.73830000	-56.38928000
0.51089699	-108.95660000	-56.40083000
0.51116947	-108.79020000	-56.47871000
0.51144194	-108.63060000	-56.54026000
0.51171442	-108.82630000	-56.27728000
0.51198690	-108.92490000	-56.47008000
0.51225938	-109.08540000	-56.41770000
0.51253186	-108.99070000	-56.43153000
0.51280434	-108.86890000	-56.38609000
0.51307682	-109.13660000	-56.35075000
0.51334929	-109.36550000	-56.24614000
0.51362177	-109.33850000	-56.22549000
0.51389425	-109.31640000	-56.41578000
0.51416673	-109.08230000	-56.34467000
0.51443921	-108.98210000	-56.33897000
0.51471169	-109.42630000	-56.39901000
0.51498416	-109.71830000	-56.38087000
0.51525664	-109.58490000	-56.59510000
0.51552912	-109.69200000	-56.70939000
0.51580160	-109.61180000	-56.45422000
0.51607408	-109.30740000	-56.39762000
0.51634656	-109.23730000	-56.39435000
0.51661903	-109.43380000	-56.52784000
0.51689151	-109.62760000	-56.35029000
0.51716399	-109.82990000	-56.29039000
0.51743647	-109.71860000	-56.48821000
0.51770895	-109.72010000	-56.50852000
0.51798143	-109.90150000	-56.58043000
0.51825390	-109.81970000	-56.82329000
0.51852638	-109.71710000	-56.67204000
0.51879886	-109.66530000	-56.33459000
0.51907134	-109.63120000	-56.28055000
0.51934382	-109.85130000	-56.47590000
0.51961630	-109.95610000	-56.53114000
0.51988877	-110.25450000	-56.54711000
0.52016125	-110.11610000	-56.82943000
0.52043373	-109.84970000	-56.59147000
0.52070621	-109.78710000	-56.47729000
0.52097869	-109.80830000	-56.38701000
0.52125117	-109.89210000	-56.59355000
0.52152365	-109.72070000	-56.20229000
0.52179612	-109.76530000	-56.19691000
0.52206860	-109.91090000	-56.44270000
0.52234108	-110.04760000	-56.80737000
0.52261356	-110.08530000	-56.77393000
0.52288604	-110.09890000	-56.64053000
0.52315852	-110.06730000	-56.33268000
0.52343099	-109.90290000	-56.20794000
0.52370347	-109.66990000	-56.24688000
0.52397595	-109.40820000	-56.41662000
0.52424843	-109.71030000	-56.44207000
0.52452091	-109.78960000	-56.65365000
0.52479339	-109.90590000	-56.72408000
0.52506586	-109.85500000	-56.61405000
0.52533834	-109.87550000	-56.86329000
0.52561082	-109.62330000	-56.68446000
0.52588330	-109.86290000	-56.59149000
0.52615578	-109.98810000	-56.64496000
0.52642826	-110.13110000	-56.67482000
0.52670073	-110.14640000	-56.50726000
0.52697321	-110.03120000	-56.32247000
0.52724569	-109.78570000	-56.48572000
0.52751817	-109.77320000	-56.60767000
0.52779065	-109.93950000	-56.77883000
0.52806313	-110.01380000	-56.76529000
0.52833561	-110.14370000	-56.74358000
0.52860808	-110.12710000	-56.50806000
0.52888056	-110.16080000	-56.47925000
0.52915304	-110.10950000	-56.58138000
0.52942552	-110.17960000	-56.39234000
0.52969800	-110.05190000	-56.73226000
0.52997048	-110.05290000	-56.71417000
0.53024295	-110.18400000	-56.59840000
0.53051543	-110.05120000	-56.59813000
0.53078791	-109.75900000	-56.91415000
0.53106039	-109.88590000	-56.79283000
0.53133287	-110.15280000	-56.60094000
0.53160535	-110.11590000	-56.78242000
0.53187782	-110.30660000	-56.70350000
0.53215030	-110.22030000	-56.97636000
0.53242278	-110.26790000	-56.95087000
0.53269526	-110.03200000	-57.05713000
0.53296774	-110.31100000	-56.94170000
0.53324022	-110.33030000	-56.96841000
0.53351269	-110.27670000	-56.82774000
0.53378517	-110.29290000	-56.64144000
0.53405765	-110.33310000	-56.63361000
0.53433013	-110.15720000	-56.52221000
0.53460261	-110.16050000	-56.47523000
0.53487509	-110.07480000	-56.51614000
0.53514756	-110.22910000	-56.72178000
0.53542004	-110.05130000	-56.86507000
0.53569252	-110.27130000	-56.78511000
0.53596500	-110.42960000	-56.72610000
0.53623748	-110.61490000	-56.78201000
0.53650996	-110.45460000	-56.69040000
0.53678244	-110.54310000	-56.94079000
0.53705491	-110.37090000	-56.71825000
0.53732739	-110.47950000	-56.59225000
0.53759987	-110.48160000	-56.44460000
0.53787235	-110.42220000	-56.66000000
0.53814483	-110.37540000	-56.35438000
0.53841731	-110.46510000	-56.56250000
0.53868978	-110.59390000	-56.81471000
0.53896226	-110.61390000	-56.81361000
0.53923474	-110.46030000	-56.51325000
0.53950722	-110.19640000	-56.72748000
0.53977970	-110.59940000	-56.92963000
0.54005218	-110.28630000	-57.01909000
0.54032465	-110.35100000	-57.14116000
0.54059713	-110.50720000	-56.83051000
0.54086961	-110.44230000	-56.89006000
0.54114209	-110.39350000	-56.70779000
0.54141457	-110.41480000	-56.67400000
0.54168705	-110.80440000	-56.55570000
0.54195952	-110.73590000	-56.62152000
0.54223200	-110.32760000	-56.87844000
0.54250448	-110.17490000	-56.89294000
0.54277696	-110.48800000	-56.93099000
0.54304944	-110.56820000	-56.56240000
0.54332192	-110.81710000	-56.59180000
0.54359440	-110.84300000	-56.46883000
0.54386687	-110.31710000	-56.59040000
0.54413935	-110.20370000	-56.79933000
0.54441183	-110.60000000	-56.78011000
0.54468431	-110.68960000	-56.51280000
0.54495679	-110.53020000	-56.38265000
0.54522927	-110.64700000	-56.39479000
0.54550174	-110.68570000	-56.63634000
0.54577422	-110.30330000	-56.95051000
0.54604670	-110.38630000	-56.77221000
0.54631918	-110.52730000	-56.66309000
0.54659166	-110.43300000	-56.78931000
0.54686414	-110.31600000	-56.68768000
0.54713661	-110.23970000	-56.66645000
0.54740909	-110.47290000	-56.57878000
0.54768157	-110.57440000	-56.47065000
0.54795405	-110.81090000	-56.64590000
0.54822653	-110.61970000	-56.86428000
0.54849901	-110.43910000	-56.88036000
0.54877148	-110.00400000	-56.73491000
0.54904396	-110.04900000	-56.87925000
0.54931644	-110.53890000	-56.93027000
0.54958892	-110.73020000	-56.64306000
0.54986140	-110.69770000	-56.72517000
0.55013388	-110.51270000	-56.77062000
0.55040635	-110.51480000	-56.57473000
0.55067883	-110.70610000	-56.55782000
0.55095131	-110.72550000	-56.47683000
0.55122379	-110.56970000	-56.60959000
0.55149627	-110.61550000	-56.60487000
0.55176875	-110.85280000	-56.36539000
0.55204123	-110.73930000	-56.57458000
0.55231370	-110.53970000	-56.71522000
0.55258618	-110.44070000	-56.59191000
0.55285866	-110.35480000	-56.83720000
0.55313114	-110.47220000	-56.98122000
0.55340362	-110.47680000	-57.01576000
0.55367610	-110.43100000	-56.75271000
0.55394857	-110.42190000	-56.93252000
0.55422105	-110.56850000	-56.76131000
0.55449353	-110.61930000	-56.65421000
0.55476601	-110.35890000	-56.82845000
0.55503849	-110.35590000	-56.49560000
0.55531097	-110.13230000	-56.47168000
0.55558344	-110.21980000	-56.67846000
0.55585592	-110.42180000	-56.91668000
0.55612840	-110.46400000	-57.04087000
0.55640088	-110.51810000	-56.71835000
0.55667336	-110.58050000	-56.71166000
0.55694584	-110.76050000	-56.88135000
0.55721831	-110.61820000	-56.94333000
0.55749079	-110.36670000	-56.77708000
0.55776327	-110.58430000	-56.91214000
0.55803575	-110.70510000	-56.82162000
0.55830823	-110.55820000	-56.91690000
0.55858071	-110.49590000	-56.84074000
0.55885319	-110.32850000	-56.68821000
0.55912566	-110.31300000	-56.61360000
0.55939814	-110.16880000	-56.77397000
0.55967062	-110.06320000	-56.74306000
0.55994310	-109.96810000	-56.90144000
0.56021558	-110.25750000	-57.17213000
0.56048806	-110.39920000	-57.16014000
0.56076053	-110.28970000	-56.91935000
0.56103301	-110.52830000	-56.67116000
0.56130549	-110.80330000	-56.70131000
0.56157797	-110.52420000	-56.52310000
0.56185045	-110.52560000	-56.48458000
0.56212293	-110.57480000	-56.56457000
0.56239540	-110.70550000	-56.90397000
0.56266788	-110.78230000	-57.02176000
0.56294036	-110.69650000	-57.22603000
0.56321284	-110.61530000	-57.49733000
0.56348532	-110.85180000	-57.51667000
0.56375780	-110.76570000	-57.30643000
0.56403027	-110.77230000	-56.91582000
0.56430275	-110.62880000	-56.76886000
0.56457523	-110.44000000	-56.92403000
0.56484771	-110.35660000	-57.00636000
0.56512019	-110.58390000	-56.82084000
0.56539267	-110.53030000	-56.83078000
0.56566515	-110.36190000	-56.75397000
0.56593762	-110.38820000	-56.98888000
0.56621010	-110.21740000	-56.94203000
0.56648258	-110.22600000	-56.94080000
0.56675506	-109.86910000	-56.86756000
0.56702754	-109.92830000	-57.09073000
0.56730002	-110.06260000	-57.11268000
0.56757249	-109.88120000	-56.99689000
0.56784497	-110.07210000	-56.90787000
0.56811745	-110.36130000	-56.97241000
0.56838993	-110.39180000	-57.13791000
0.56866241	-110.14310000	-56.95586000
0.56893489	-110.18750000	-57.00360000
0.56920736	-109.98410000	-56.91553000
0.56947984	-109.85460000	-57.14532000
0.56975232	-109.74490000	-57.15287000
0.57002480	-109.90010000	-57.10888000
0.57029728	-110.12030000	-57.28735000
0.57056976	-110.10000000	-57.17699000
0.57084223	-109.81420000	-57.03057000
0.57111471	-109.83640000	-56.95210000
0.57138719	-110.23170000	-56.77587000
0.57165967	-110.50490000	-56.82035000
0.57193215	-110.60120000	-56.87746000
0.57220463	-110.34660000	-56.67920000
0.57247710	-110.09270000	-56.81683000
0.57274958	-109.95380000	-57.05668000
0.57302206	-110.12470000	-56.97852000
0.57329454	-110.23120000	-56.94749000
0.57356702	-110.31140000	-56.90007000
0.57383950	-110.27540000	-56.89555000
0.57411198	-110.20160000	-56.92666000
0.57438445	-110.06170000	-57.17289000
0.57465693	-109.86360000	-57.02652000
0.57492941	-109.95290000	-57.20399000
0.57520189	-110.08400000	-56.97332000
0.57547437	-109.98710000	-57.04041000
0.57574685	-109.91980000	-57.06796000
0.57601932	-110.11230000	-57.16862000
0.57629180	-110.07340000	-57.09861000
0.57656428	-110.23000000	-56.86264000
0.57683676	-110.09110000	-56.71209000
0.57710924	-110.11220000	-56.82227000
0.57738172	-110.29370000	-56.98218000
0.57765419	-110.19290000	-56.73833000
0.57792667	-110.36500000	-56.80735000
0.57819915	-110.39780000	-57.12244000
0.57847163	-110.09500000	-57.33931000
0.57874411	-109.77740000	-57.15600000
0.57901659	-109.95770000	-57.01062000
0.57928906	-109.98510000	-56.90491000
0.57956154	-109.81510000	-57.07196000
0.57983402	-109.41900000	-56.98684000
0.58010650	-109.60320000	-56.95770000
0.58037898	-109.83640000	-56.94435000
0.58065146	-109.71990000	-57.12528000
0.58092394	-109.71540000	-57.12548000
0.58119641	-109.66370000	-57.03663000
0.58146889	-109.73590000	-57.01877000
0.58174137	-109.91870000	-56.98990000
