Frequenz	Kanal A	Kanal B
(MHz)	(dBV)	(dBV)

1.31225586	-111.25000000	-90.53136000
1.31607056	-111.59440000	-90.54455000
1.31988525	-111.54140000	-90.78078000
1.32369995	-111.93260000	-90.32746000
1.32751465	-113.22940000	-90.45634000
1.33132935	-113.68940000	-90.39649000
1.33514404	-113.42930000	-90.46638000
1.33895874	-112.99260000	-90.44066000
1.34277344	-112.63900000	-89.92284000
1.34658813	-112.49700000	-90.29532000
1.35040283	-112.77590000	-90.70008000
1.35421753	-112.13120000	-90.57697000
1.35803223	-111.99600000	-90.58654000
1.36184692	-112.01410000	-90.44630000
1.36566162	-112.50930000	-90.88037000
1.36947632	-113.14950000	-90.79870000
1.37329102	-113.55280000	-90.99116000
1.37710571	-113.73070000	-91.09294000
1.38092041	-113.73200000	-91.04402000
1.38473511	-113.22350000	-90.81189000
1.38854980	-113.20160000	-91.11781000
1.39236450	-112.77400000	-91.22116000
1.39617920	-112.60780000	-90.81521000
1.39999390	-113.46470000	-90.85701000
1.40380859	-113.86650000	-90.79578000
1.40762329	-113.65070000	-90.80860000
1.41143799	-113.65860000	-90.58767000
1.41525269	-113.23110000	-90.55416000
1.41906738	-113.23250000	-90.96881000
1.42288208	-113.08990000	-91.55147000
1.42669678	-113.55420000	-91.11665000
1.43051147	-113.09850000	-91.37757000
1.43432617	-112.95050000	-91.30286000
1.43814087	-113.10780000	-91.48058000
1.44195557	-113.25360000	-91.28307000
1.44577026	-113.20860000	-91.47083000
1.44958496	-112.98560000	-90.99380000
1.45339966	-113.03760000	-90.68961000
1.45721436	-113.00460000	-90.93497000
1.46102905	-113.43230000	-91.13071000
1.46484375	-113.41240000	-91.22428000
1.46865845	-113.32230000	-91.07625000
1.47247314	-113.53530000	-91.51394000
1.47628784	-113.88480000	-91.81078000
1.48010254	-113.88900000	-91.47567000
1.48391724	-113.97560000	-91.49621000
1.48773193	-114.06440000	-91.53758000
1.49154663	-114.06630000	-91.02537000
1.49536133	-114.08210000	-91.05914000
1.49917603	-113.73430000	-90.99631000
1.50299072	-113.59880000	-91.07018000
1.50680542	-113.46550000	-90.76134000
1.51062012	-113.63420000	-90.95963000
1.51443481	-113.74540000	-91.28529000
1.51824951	-113.30600000	-91.23523000
1.52206421	-113.18350000	-90.94855000
1.52587891	-114.07380000	-90.89959000
1.52969360	-113.98350000	-91.48271000
1.53350830	-114.11660000	-91.07964000
1.53732300	-113.83180000	-90.87042000
1.54113770	-113.06890000	-91.28735000
1.54495239	-113.52910000	-91.38759000
1.54876709	-113.98600000	-91.44767000
1.55258179	-114.08420000	-91.73809000
1.55639648	-113.26230000	-91.53305000
1.56021118	-113.89810000	-91.49401000
1.56402588	-114.04670000	-91.46455000
1.56784058	-113.72240000	-91.22469000
1.57165527	-112.96020000	-91.41283000
1.57546997	-112.30340000	-91.32223000
1.57928467	-112.44960000	-91.32091000
1.58309937	-112.57250000	-91.61528000
1.58691406	-112.53770000	-91.80130000
1.59072876	-112.60510000	-91.66640000
1.59454346	-112.34310000	-91.70241000
1.59835815	-112.71200000	-91.90816000
1.60217285	-112.70780000	-91.76611000
1.60598755	-112.53800000	-91.72451000
1.60980225	-111.60790000	-91.76462000
1.61361694	-111.61630000	-91.96914000
1.61743164	-111.74880000	-91.98438000
1.62124634	-111.38920000	-91.55444000
1.62506104	-111.08490000	-91.78188000
1.62887573	-110.83760000	-92.15895000
1.63269043	-111.70440000	-91.96851000
1.63650513	-111.90220000	-92.16422000
1.64031982	-112.09100000	-92.06690000
1.64413452	-111.45640000	-91.99776000
1.64794922	-111.08560000	-92.32375000
1.65176392	-111.16280000	-92.14806000
1.65557861	-111.45090000	-92.10691000
1.65939331	-111.23790000	-92.30121000
1.66320801	-110.38590000	-92.36225000
1.66702271	-109.80280000	-92.73134000
1.67083740	-110.05400000	-92.39187000
1.67465210	-110.35080000	-92.20086000
1.67846680	-110.22100000	-91.64574000
1.68228149	-109.56570000	-91.89674000
1.68609619	-109.08550000	-91.92160000
1.68991089	-108.76410000	-92.11584000
1.69372559	-108.56340000	-92.40810000
1.69754028	-108.07800000	-92.31654000
1.70135498	-108.36480000	-92.28892000
1.70516968	-108.15020000	-92.10250000
1.70898438	-107.65350000	-91.85847000
1.71279907	-107.08660000	-92.17260000
1.71661377	-107.08950000	-92.00997000
1.72042847	-107.37710000	-92.13428000
1.72424316	-107.08580000	-92.59570000
1.72805786	-106.36130000	-92.63132000
1.73187256	-106.82630000	-92.26788000
1.73568726	-106.60240000	-92.29003000
1.73950195	-106.58530000	-92.89919000
1.74331665	-106.51940000	-92.14726000
1.74713135	-106.21300000	-92.00046000
1.75094604	-106.48910000	-92.43361000
1.75476074	-106.60130000	-92.26048000
1.75857544	-106.36570000	-92.49289000
1.76239014	-106.53160000	-92.65996000
1.76620483	-106.74540000	-92.78828000
1.77001953	-106.66490000	-92.79496000
1.77383423	-106.37350000	-92.29220000
1.77764893	-106.53440000	-92.60536000
1.78146362	-106.48490000	-92.54662000
1.78527832	-107.22510000	-92.44991000
1.78909302	-107.35960000	-92.27415000
1.79290771	-107.31770000	-92.75196000
1.79672241	-106.83190000	-92.47396000
1.80053711	-106.25530000	-92.89295000
1.80435181	-106.82920000	-93.28484000
1.80816650	-107.01810000	-92.85390000
1.81198120	-107.95410000	-92.64156000
1.81579590	-107.98590000	-92.67365000
1.81961060	-107.60970000	-92.94112000
1.82342529	-107.59980000	-92.78060000
1.82723999	-107.17840000	-92.69442000
1.83105469	-107.36040000	-92.44248000
1.83486938	-107.03610000	-92.17071000
1.83868408	-107.17670000	-92.09026000
1.84249878	-107.65590000	-92.41926000
1.84631348	-107.34950000	-92.66054000
1.85012817	-107.37930000	-92.60374000
1.85394287	-106.67580000	-92.86465000
1.85775757	-106.79060000	-92.96396000
1.86157227	-106.49460000	-93.08266000
1.86538696	-106.71590000	-92.82314000
1.86920166	-106.17470000	-92.73523000
1.87301636	-105.61830000	-92.51968000
1.87683105	-106.46870000	-92.64027000
1.88064575	-106.96490000	-93.05542000
1.88446045	-107.17910000	-92.89862000
1.88827515	-106.52880000	-92.94302000
1.89208984	-106.33440000	-92.69638000
1.89590454	-106.71180000	-92.48716000
1.89971924	-106.67270000	-92.56718000
1.90353394	-106.68950000	-92.60612000
1.90734863	-105.68990000	-92.85685000
1.91116333	-105.89280000	-93.16074000
1.91497803	-106.47480000	-93.29684000
1.91879272	-106.09050000	-93.33220000
1.92260742	-105.25770000	-93.38858000
1.92642212	-105.02730000	-93.08521000
1.93023682	-105.61920000	-92.70510000
1.93405151	-106.10040000	-93.40240000
1.93786621	-106.16870000	-93.42200000
1.94168091	-104.99690000	-93.03759000
1.94549561	-104.79410000	-93.34863000
1.94931030	-105.90410000	-93.29941000
1.95312500	-106.26400000	-92.94724000
1.95693970	-105.79460000	-92.99244000
1.96075439	-104.57660000	-92.91321000
1.96456909	-104.79060000	-92.88814000
1.96838379	-105.58530000	-93.08476000
1.97219849	-105.86660000	-93.26853000
1.97601318	-104.54420000	-93.38110000
1.97982788	-103.35210000	-93.37575000
1.98364258	-104.15000000	-93.36535000
1.98745728	-104.46910000	-93.34831000
1.99127197	-104.75500000	-93.16203000
1.99508667	-103.61890000	-92.86426000
1.99890137	-102.95350000	-92.92474000
2.00271606	-103.49630000	-93.13755000
2.00653076	-103.59500000	-92.74615000
2.01034546	-104.16670000	-92.85628000
2.01416016	-102.47800000	-93.22041000
2.01797485	-102.34450000	-92.98011000
2.02178955	-103.18800000	-92.60721000
2.02560425	-103.38600000	-92.71320000
2.02941895	-103.18870000	-93.22541000
2.03323364	-101.63180000	-93.08735000
2.03704834	-102.02100000	-93.26151000
2.04086304	-102.52550000	-93.58316000
2.04467773	-102.67590000	-93.54568000
2.04849243	-101.71030000	-93.64564000
2.05230713	-100.53590000	-93.37329000
2.05612183	-101.46180000	-93.46777000
2.05993652	-101.81270000	-93.51407000
2.06375122	-102.01360000	-93.03770000
2.06756592	-101.05970000	-92.93953000
2.07138062	-100.79060000	-93.49963000
2.07519531	-101.32710000	-93.63133000
2.07901001	-101.15670000	-93.64953000
2.08282471	-101.51570000	-93.93732000
2.08663940	-99.99955000	-93.79099000
2.09045410	-100.05640000	-93.57391000
2.09426880	-100.64590000	-93.63988000
2.09808350	-101.13480000	-93.58495000
2.10189819	-100.96820000	-93.57742000
2.10571289	-99.13737000	-93.74927000
2.10952759	-99.74067000	-93.32836000
2.11334229	-100.06560000	-93.74659000
2.11715698	-100.23150000	-93.71659000
2.12097168	-99.52794000	-93.32875000
2.12478638	-98.36911000	-93.39650000
2.12860107	-99.58958000	-93.46325000
2.13241577	-99.69531000	-93.57645000
2.13623047	-99.84119000	-93.88032000
2.14004517	-98.38780000	-93.97903000
2.14385986	-98.07606000	-94.08265000
2.14767456	-99.46226000	-93.72495000
2.15148926	-99.55401000	-93.59834000
2.15530396	-99.91400000	-93.82829000
2.15911865	-97.99789000	-93.80644000
2.16293335	-98.63548000	-93.95872000
2.16674805	-99.59717000	-94.25781000
2.17056274	-99.59127000	-93.64133000
2.17437744	-99.32032000	-93.69100000
2.17819214	-97.99416000	-93.50826000
2.18200684	-99.18114000	-93.68893000
2.18582153	-99.51986000	-93.72182000
2.18963623	-100.02990000	-93.88954000
2.19345093	-99.15992000	-93.72771000
2.19726563	-98.38458000	-93.65073000
2.20108032	-99.70832000	-93.72812000
2.20489502	-99.98096000	-93.68842000
2.20870972	-100.32420000	-93.75394000
2.21252441	-99.72394000	-94.01585000
2.21633911	-99.78544000	-94.07938000
2.22015381	-100.58940000	-94.02072000
2.22396851	-100.63030000	-93.73772000
2.22778320	-101.33130000	-93.83492000
2.23159790	-100.26480000	-93.86619000
2.23541260	-101.21150000	-93.52487000
2.23922729	-101.30770000	-93.37860000
2.24304199	-101.66710000	-93.65374000
2.24685669	-102.20830000	-93.80029000
2.25067139	-101.80110000	-93.49032000
2.25448608	-102.11710000	-93.88754000
2.25830078	-102.26110000	-93.84129000
2.26211548	-103.12530000	-94.01997000
2.26593018	-103.34790000	-93.84573000
2.26974487	-103.38710000	-93.62956000
2.27355957	-104.21650000	-93.70069000
2.27737427	-103.60770000	-93.90479000
2.28118896	-104.40020000	-93.93518000
2.28500366	-104.65140000	-94.09310000
2.28881836	-104.96300000	-93.97344000
2.29263306	-105.28680000	-93.69397000
2.29644775	-105.38350000	-93.84089000
2.30026245	-105.97260000	-93.97908000
2.30407715	-106.30770000	-94.10202000
2.30789185	-106.48340000	-93.86855000
2.31170654	-106.54220000	-94.31866000
2.31552124	-106.60050000	-94.51340000
2.31933594	-107.58010000	-94.11948000
2.32315063	-107.63660000	-93.74988000
2.32696533	-107.44190000	-94.03806000
2.33078003	-106.53280000	-93.66328000
2.33459473	-107.09250000	-93.57191000
2.33840942	-107.34520000	-93.81842000
2.34222412	-107.41610000	-93.41195000
2.34603882	-106.73160000	-93.79021000
2.34985352	-105.97410000	-94.32255000
2.35366821	-106.90540000	-94.34016000
2.35748291	-107.40690000	-94.23058000
2.36129761	-107.01400000	-94.18256000
2.36511230	-105.51910000	-94.31009000
2.36892700	-105.25400000	-94.55427000
2.37274170	-106.36850000	-94.61771000
2.37655640	-106.44740000	-94.31229000
2.38037109	-105.99720000	-94.00307000
2.38418579	-104.44950000	-94.03944000
2.38800049	-104.95100000	-93.73817000
2.39181519	-105.74390000	-93.58083000
2.39562988	-105.45450000	-94.26068000
2.39944458	-104.85040000	-94.14140000
2.40325928	-103.91770000	-94.40592000
2.40707397	-105.02720000	-94.53705000
2.41088867	-105.36040000	-94.55347000
2.41470337	-105.09810000	-94.35371000
2.41851807	-103.96380000	-94.34440000
2.42233276	-103.59940000	-94.28634000
2.42614746	-105.01040000	-94.25772000
2.42996216	-105.17420000	-94.55546000
2.43377686	-105.19940000	-94.38042000
2.43759155	-104.22030000	-94.19949000
2.44140625	-104.33410000	-94.07463000
2.44522095	-105.21210000	-94.42048000
2.44903564	-104.72350000	-94.00189000
2.45285034	-104.51150000	-94.06219000
2.45666504	-103.56950000	-94.26594000
2.46047974	-104.80790000	-94.26168000
2.46429443	-105.24940000	-94.14767000
2.46810913	-104.91970000	-94.22707000
2.47192383	-104.37120000	-94.07229000
2.47573853	-103.84680000	-94.21822000
2.47955322	-105.21760000	-94.38241000
2.48336792	-105.26950000	-94.10563000
2.48718262	-105.28590000	-94.21424000
2.49099731	-104.82550000	-94.33537000
2.49481201	-104.62480000	-94.36420000
2.49862671	-105.55150000	-94.18393000
2.50244141	-105.76480000	-94.08327000
2.50625610	-105.62050000	-94.06510000
2.51007080	-104.77280000	-94.30194000
2.51388550	-105.59870000	-94.22602000
2.51770020	-106.31480000	-94.22734000
2.52151489	-106.61200000	-94.31087000
2.52532959	-106.44020000	-94.27828000
2.52914429	-105.62540000	-94.25793000
2.53295898	-106.85910000	-94.14137000
2.53677368	-107.28120000	-94.48307000
2.54058838	-106.71300000	-94.71184000
2.54440308	-106.29780000	-94.37894000
2.54821777	-106.43430000	-94.07713000
2.55203247	-107.28790000	-93.84109000
2.55584717	-107.06500000	-94.21670000
2.55966187	-106.37600000	-94.38022000
2.56347656	-106.00160000	-94.22065000
2.56729126	-106.17530000	-94.18817000
2.57110596	-106.64700000	-94.17625000
2.57492065	-106.75320000	-94.23774000
2.57873535	-106.74840000	-94.50350000
2.58255005	-106.44840000	-94.40063000
2.58636475	-107.03670000	-94.26401000
2.59017944	-106.99390000	-94.52197000
2.59399414	-106.79120000	-94.66971000
2.59780884	-106.38550000	-94.50538000
2.60162354	-105.67260000	-94.20779000
2.60543823	-106.34790000	-95.05939000
2.60925293	-106.67010000	-95.26869000
2.61306763	-106.24700000	-95.15072000
2.61688232	-106.18250000	-94.21790000
2.62069702	-105.90540000	-93.85722000
2.62451172	-106.42130000	-94.07056000
2.62832642	-105.91160000	-94.49364000
2.63214111	-106.03580000	-94.84306000
2.63595581	-105.54240000	-94.65971000
2.63977051	-105.67970000	-94.37489000
2.64358521	-106.40250000	-94.54448000
