Zeit	Kanal A	Kanal C
(ms)	(V)	(mV)

-12.00332750	-0.43436270	90.39124000
-12.00127950	-0.43436270	88.80413000
-11.99923150	-0.43436270	85.63607000
-11.99718350	-0.43436270	84.04896000
-11.99513550	-0.43436270	84.04896000
-11.99308750	-0.43436270	82.46185000
-11.99103950	-0.43436270	82.46185000
-11.98899150	-0.43436270	82.46185000
-11.98694350	-0.42645790	82.46185000
-11.98489550	-0.43436270	80.87475000
-11.98284750	-0.43436270	80.87475000
-11.98079950	-0.43436270	80.87475000
-11.97875151	-0.43436270	80.87475000
-11.97670351	-0.43436270	82.46185000
-11.97465551	-0.43436270	82.46185000
-11.97260751	-0.42645790	82.46185000
-11.97055951	-0.43436270	82.46185000
-11.96851151	-0.43436270	80.87475000
-11.96646351	-0.43436270	80.87475000
-11.96441551	-0.43436270	80.87475000
-11.96236751	-0.43436270	80.87475000
-11.96031951	-0.43436270	82.46185000
-11.95827151	-0.43436270	82.46185000
-11.95622351	-0.43436270	82.46185000
-11.95417551	-0.43436270	80.87475000
-11.95212751	-0.43436270	82.46185000
-11.95007951	-0.43436270	82.46185000
-11.94803151	-0.43436270	80.87475000
-11.94598351	-0.43436270	80.87475000
-11.94393551	-0.43436270	82.46185000
-11.94188751	-0.43436270	82.46185000
-11.93983951	-0.43436270	82.46185000
-11.93779151	-0.43436270	80.87475000
-11.93574351	-0.43436270	82.46185000
-11.93369551	-0.43436270	82.46185000
-11.93164751	-0.43436270	80.87475000
-11.92959951	-0.43436270	79.28764000
-11.92755151	-0.43436270	76.11958000
-11.92550351	-0.43436270	76.11958000
-11.92345551	-0.43436270	76.11958000
-11.92140751	-0.43436270	74.53247000
-11.91935951	-0.43436270	74.53247000
-11.91731151	-0.43436270	72.94537000
-11.91526351	-0.43436270	74.53247000
-11.91321551	-0.43436270	72.94537000
-11.91116751	-0.43436270	72.94537000
-11.90911951	-0.44226750	72.94537000
-11.90707151	-0.43436270	72.94537000
-11.90502351	-0.43436270	74.53247000
-11.90297551	-0.43436270	74.53247000
-11.90092751	-0.43436270	74.53247000
-11.89887951	-0.43436270	72.94537000
-11.89683151	-0.43436270	71.35827000
-11.89478351	-0.43436270	72.94537000
-11.89273551	-0.43436270	72.94537000
-11.89068751	-0.43436270	71.35827000
-11.88863951	-0.43436270	72.94537000
-11.88659151	-0.43436270	72.94537000
-11.88454351	-0.43436270	72.94537000
-11.88249551	-0.43436270	72.94537000
-11.88044751	-0.44226750	71.35827000
-11.87839951	-0.44226750	72.94537000
-11.87635151	-0.43436270	72.94537000
-11.87430351	-0.44226750	72.94537000
-11.87225551	-0.43436270	72.94537000
-11.87020751	-0.44226750	71.35827000
-11.86815951	-0.44226750	72.94537000
-11.86611151	-0.44226750	72.94537000
-11.86406351	-0.43436270	71.35827000
-11.86201551	-0.43436270	71.35827000
-11.85996751	-0.44226750	72.94537000
-11.85791951	-0.43436270	71.35827000
-11.85587151	-0.44226750	69.77731000
-11.85382351	-0.44226750	68.19021000
-11.85177551	-0.44226750	68.19021000
-11.84972751	-0.43436270	66.60310000
-11.84767951	-0.44226750	66.60310000
-11.84563151	-0.44226750	65.01599000
-11.84358351	-0.43436270	66.60310000
-11.84153551	-0.43436270	66.60310000
-11.83948751	-0.44226750	66.60310000
-11.83743951	-0.44226750	66.60310000
-11.83539151	-0.43436270	66.60310000
-11.83334351	-0.44226750	66.60310000
-11.83129551	-0.43436270	66.60310000
-11.82924751	-0.44226750	66.60310000
-11.82719951	-0.43436270	66.60310000
-11.82515151	-0.43436270	66.60310000
-11.82310351	-0.43436270	66.60310000
-11.82105551	-0.43436270	66.60310000
-11.81900751	-0.44226750	66.60310000
-11.81695951	-0.43436270	66.60310000
-11.81491151	-0.44226750	66.60310000
-11.81286351	-0.44226750	66.60310000
-11.81081551	-0.44226750	66.60310000
-11.80876751	-0.44226750	66.60310000
-11.80671951	-0.44226750	66.60310000
-11.80467151	-0.44226750	66.60310000
-11.80262351	-0.44226750	66.60310000
-11.80057551	-0.44226750	66.60310000
-11.79852751	-0.44226750	66.60310000
-11.79647951	-0.44226750	66.60310000
-11.79443151	-0.44226750	66.60310000
-11.79238351	-0.44226750	66.60310000
-11.79033551	-0.44226750	66.60310000
-11.78828751	-0.44226750	63.42888000
-11.78623951	-0.44226750	58.67372000
-11.78419151	-0.44226750	57.08661000
-11.78214351	-0.44226750	55.49950000
-11.78009551	-0.44226750	55.49950000
-11.77804751	-0.44226750	53.91855000
-11.77599951	-0.44226750	53.91855000
-11.77395151	-0.44226750	53.91855000
-11.77190351	-0.44226750	53.91855000
-11.76985551	-0.44226750	52.33144000
-11.76780751	-0.44226750	52.33144000
-11.76575951	-0.44226750	52.33144000
-11.76371151	-0.44226750	52.33144000
-11.76166351	-0.44226750	53.91855000
-11.75961551	-0.44226750	53.91855000
-11.75756751	-0.44226750	53.91855000
-11.75551951	-0.44226750	53.91855000
-11.75347151	-0.44226750	53.91855000
-11.75142351	-0.44226750	53.91855000
-11.74937551	-0.44226750	53.91855000
-11.74732751	-0.44226750	53.91855000
-11.74527951	-0.44226750	53.91855000
-11.74323151	-0.44226750	52.33144000
-11.74118351	-0.44226750	52.33144000
-11.73913551	-0.44226750	53.91855000
-11.73708751	-0.44226750	53.91855000
-11.73503951	-0.45017220	52.33144000
-11.73299151	-0.45017220	52.33144000
-11.73094351	-0.44226750	52.33144000
-11.72889551	-0.44226750	52.33144000
-11.72684751	-0.44226750	53.91855000
-11.72479951	-0.44226750	52.33144000
-11.72275151	-0.44226750	52.33144000
-11.72070351	-0.44226750	52.33144000
-11.71865551	-0.45017220	52.33144000
-11.71660751	-0.44226750	52.33144000
-11.71455951	-0.44226750	52.33144000
-11.71251151	-0.45017220	50.74434000
-11.71046351	-0.44226750	49.15723000
-11.70841551	-0.45017220	49.15723000
-11.70636751	-0.44226750	45.98917000
-11.70431951	-0.44226750	45.98917000
-11.70227151	-0.44226750	45.98917000
-11.70022351	-0.44226750	45.98917000
-11.69817551	-0.44226750	45.98917000
-11.69612751	-0.44226750	45.98917000
-11.69407951	-0.45017220	44.40207000
-11.69203151	-0.45017220	44.40207000
-11.68998351	-0.45017220	44.40207000
-11.68793551	-0.45017220	45.98917000
-11.68588751	-0.44226750	45.98917000
-11.68383951	-0.44226750	45.98917000
-11.68179151	-0.44226750	45.98917000
-11.67974351	-0.45017220	45.98917000
-11.67769551	-0.44226750	45.98917000
-11.67564751	-0.45017220	45.98917000
-11.67359951	-0.45017220	44.40207000
-11.67155151	-0.44226750	45.98917000
-11.66950351	-0.44226750	45.98917000
-11.66745551	-0.44226750	45.98917000
-11.66540751	-0.45017220	44.40207000
-11.66335951	-0.45017220	45.98917000
-11.66131151	-0.44226750	45.98917000
-11.65926351	-0.45017220	44.40207000
-11.65721551	-0.45017220	44.40207000
-11.65516751	-0.45017220	44.40207000
-11.65311951	-0.44226750	45.98917000
-11.65107151	-0.45017220	44.40207000
-11.64902351	-0.45017220	45.98917000
-11.64697551	-0.45017220	45.98917000
-11.64492751	-0.45017220	44.40207000
-11.64287951	-0.45017220	42.81496000
-11.64083151	-0.45017220	39.64074000
-11.63878351	-0.45017220	39.64074000
-11.63673551	-0.45017220	39.64074000
-11.63468751	-0.45017220	36.47268000
-11.63263951	-0.45017220	36.47268000
-11.63059151	-0.45017220	36.47268000
-11.62854351	-0.45017220	34.88558000
-11.62649551	-0.45017220	34.88558000
-11.62444752	-0.45017220	34.88558000
-11.62239952	-0.45017220	34.88558000
-11.62035152	-0.45017220	34.88558000
-11.61830352	-0.45017220	33.29847000
-11.61625552	-0.44226750	34.88558000
-11.61420752	-0.45017220	33.29847000
-11.61215952	-0.45017220	33.29847000
-11.61011152	-0.45017220	34.88558000
-11.60806352	-0.45017220	34.88558000
-11.60601552	-0.45017220	34.88558000
-11.60396752	-0.45017220	34.88558000
-11.60191952	-0.45017220	34.88558000
-11.59987152	-0.45017220	34.88558000
-11.59782352	-0.45017220	33.29847000
-11.59577552	-0.45017220	34.88558000
-11.59372752	-0.45017220	34.88558000
-11.59167952	-0.45017220	36.47268000
-11.58963152	-0.45017220	34.88558000
-11.58758352	-0.45017220	34.88558000
-11.58553552	-0.45017220	34.88558000
-11.58348752	-0.45017220	34.88558000
-11.58143952	-0.45017220	34.88558000
-11.57939152	-0.45017220	33.29847000
-11.57734352	-0.45017220	34.88558000
-11.57529552	-0.45017220	36.47268000
-11.57324752	-0.45017220	34.88558000
-11.57119952	-0.45017220	34.88558000
-11.56915152	-0.45017220	34.88558000
-11.56710352	-0.45017220	31.71137000
-11.56505552	-0.45017220	28.54330000
-11.56300752	-0.45804630	26.95620000
-11.56095952	-0.45017220	28.54330000
-11.55891152	-0.45017220	28.54330000
-11.55686352	-0.45017220	28.54330000
-11.55481552	-0.45017220	26.95620000
-11.55276752	-0.45017220	26.95620000
-11.55071952	-0.45017220	26.95620000
-11.54867152	-0.45017220	26.95620000
-11.54662352	-0.45017220	26.95620000
-11.54457552	-0.45017220	28.54330000
-11.54252752	-0.45017220	26.95620000
-11.54047952	-0.45017220	26.95620000
-11.53843152	-0.45017220	26.95620000
-11.53638352	-0.45017220	25.36909000
-11.53433552	-0.45017220	26.95620000
-11.53228752	-0.45017220	26.95620000
-11.53023952	-0.45017220	26.95620000
-11.52819152	-0.45017220	28.54330000
-11.52614352	-0.45017220	26.95620000
-11.52409552	-0.45804630	26.95620000
-11.52204752	-0.45017220	26.95620000
-11.51999952	-0.45017220	26.95620000
-11.51795152	-0.45017220	26.95620000
-11.51590352	-0.45804630	26.95620000
-11.51385552	-0.45017220	28.54330000
-11.51180752	-0.45017220	28.54330000
-11.50975952	-0.45804630	26.95620000
-11.50771152	-0.45017220	28.54330000
-11.50566352	-0.45017220	28.54330000
-11.50361552	-0.45804630	26.95620000
-11.50156752	-0.45804630	26.95620000
-11.49951952	-0.45017220	28.54330000
-11.49747152	-0.45804630	25.36909000
-11.49542352	-0.45804630	20.61393000
-11.49337552	-0.45017220	17.43971000
-11.49132752	-0.45804630	14.27165000
-11.48927952	-0.45804630	14.27165000
-11.48723152	-0.45804630	12.68455000
-11.48518352	-0.45804630	12.68455000
-11.48313552	-0.45804630	14.27165000
-11.48108752	-0.45804630	12.68455000
-11.47903952	-0.45804630	12.68455000
-11.47699152	-0.45804630	12.68455000
-11.47494352	-0.45804630	11.09744000
-11.47289552	-0.45804630	12.68455000
-11.47084752	-0.45804630	12.68455000
-11.46879952	-0.45804630	12.68455000
-11.46675152	-0.45804630	12.68455000
-11.46470352	-0.45804630	12.68455000
-11.46265552	-0.45804630	12.68455000
-11.46060752	-0.45017220	11.09744000
-11.45855952	-0.45804630	12.68455000
-11.45651152	-0.45804630	12.68455000
-11.45446352	-0.45804630	12.68455000
-11.45241552	-0.45804630	12.68455000
-11.45036752	-0.45804630	12.68455000
-11.44831952	-0.45804630	12.68455000
-11.44627152	-0.45804630	12.68455000
-11.44422352	-0.45804630	11.09744000
-11.44217552	-0.45804630	12.68455000
-11.44012752	-0.45804630	12.68455000
-11.43807952	-0.45804630	12.68455000
-11.43603152	-0.45804630	12.68455000
-11.43398352	-0.45804630	12.68455000
-11.43193552	-0.45804630	12.68455000
-11.42988752	-0.45804630	12.68455000
-11.42783952	-0.45804630	11.09744000
-11.42579152	-0.45804630	9.51033400
-11.42374352	-0.45804630	6.34227300
-11.42169552	-0.45804630	6.34227300
-11.41964752	-0.45804630	4.75516700
-11.41759952	-0.45804630	4.75516700
-11.41555152	-0.45804630	4.75516700
-11.41350352	-0.45804630	3.16806100
-11.41145552	-0.45804630	3.16806100
-11.40940752	-0.45804630	4.75516700
-11.40735952	-0.45804630	4.75516700
-11.40531152	-0.45804630	4.75516700
-11.40326352	-0.45804630	3.16806100
-11.40121552	-0.45804630	4.75516700
-11.39916752	-0.45804630	3.16806100
-11.39711952	-0.45804630	3.16806100
-11.39507152	-0.45804630	4.75516700
-11.39302352	-0.45804630	4.75516700
-11.39097552	-0.45804630	4.75516700
-11.38892752	-0.45804630	4.75516700
-11.38687952	-0.45804630	4.75516700
-11.38483152	-0.45804630	3.16806100
-11.38278352	-0.45804630	3.16806100
-11.38073552	-0.45804630	3.16806100
-11.37868752	-0.45804630	4.75516700
-11.37663952	-0.45804630	3.16806100
-11.37459152	-0.45804630	3.16806100
-11.37254352	-0.45804630	1.58095500
-11.37049552	-0.45804630	4.75516700
-11.36844752	-0.45804630	4.75516700
-11.36639952	-0.45804630	4.75516700
-11.36435152	-0.45804630	4.75516700
-11.36230352	-0.46595100	3.16806100
-11.36025552	-0.45804630	4.75516700
-11.35820752	-0.46595100	3.16806100
-11.35615952	-0.45804630	4.75516700
-11.35411152	-0.45804630	4.75516700
-11.35206352	-0.45804630	0.00000000
-11.35001552	-0.45804630	-1.58095500
-11.34796752	-0.45804630	-4.75516700
-11.34591952	-0.46595100	-6.34227300
-11.34387152	-0.45804630	-6.34227300
-11.34182352	-0.46595100	-7.92322800
-11.33977552	-0.45804630	-7.92322800
-11.33772752	-0.46595100	-11.09744000
-11.33567952	-0.45804630	-9.51033400
-11.33363152	-0.45804630	-9.51033400
-11.33158352	-0.45804630	-9.51033400
-11.32953552	-0.45804630	-9.51033400
-11.32748752	-0.45804630	-9.51033400
-11.32543952	-0.45804630	-7.92322800
-11.32339152	-0.45804630	-7.92322800
-11.32134352	-0.45804630	-7.92322800
-11.31929552	-0.46595100	-9.51033400
-11.31724752	-0.45804630	-9.51033400
-11.31519952	-0.45804630	-7.92322800
-11.31315152	-0.45804630	-7.92322800
-11.31110352	-0.46595100	-7.92322800
-11.30905552	-0.45804630	-7.92322800
-11.30700752	-0.46595100	-7.92322800
-11.30495952	-0.46595100	-7.92322800
-11.30291152	-0.46595100	-7.92322800
-11.30086352	-0.46595100	-7.92322800
-11.29881552	-0.46595100	-6.34227300
-11.29676752	-0.46595100	-6.34227300
-11.29471952	-0.46595100	-7.92322800
-11.29267152	-0.46595100	-7.92322800
-11.29062352	-0.46595100	-7.92322800
-11.28857552	-0.46595100	-7.92322800
-11.28652752	-0.46595100	-7.92322800
-11.28447952	-0.46595100	-11.09744000
-11.28243152	-0.46595100	-14.27165000
-11.28038352	-0.46595100	-15.85261000
-11.27833552	-0.46595100	-17.43971000
-11.27628752	-0.46595100	-20.61393000
-11.27423952	-0.46595100	-20.61393000
-11.27219152	-0.46595100	-20.61393000
-11.27014353	-0.46595100	-19.02682000
-11.26809553	-0.46595100	-19.02682000
-11.26604753	-0.46595100	-20.61393000
-11.26399953	-0.46595100	-20.61393000
-11.26195153	-0.46595100	-20.61393000
-11.25990353	-0.46595100	-20.61393000
-11.25785553	-0.46595100	-20.61393000
-11.25580753	-0.46595100	-20.61393000
-11.25375953	-0.46595100	-20.61393000
-11.25171153	-0.46595100	-20.61393000
-11.24966353	-0.46595100	-20.61393000
-11.24761553	-0.46595100	-20.61393000
-11.24556753	-0.46595100	-22.20103000
-11.24351953	-0.46595100	-22.20103000
-11.24147153	-0.46595100	-23.78199000
-11.23942353	-0.46595100	-20.61393000
-11.23737553	-0.46595100	-20.61393000
-11.23532753	-0.46595100	-20.61393000
-11.23327953	-0.46595100	-20.61393000
-11.23123153	-0.46595100	-20.61393000
-11.22918353	-0.46595100	-20.61393000
-11.22713553	-0.46595100	-19.02682000
-11.22508753	-0.47385580	-19.02682000
-11.22303953	-0.46595100	-19.02682000
-11.22099153	-0.46595100	-20.61393000
-11.21894353	-0.46595100	-20.61393000
-11.21689553	-0.46595100	-20.61393000
-11.21484753	-0.46595100	-20.61393000
-11.21279953	-0.46595100	-20.61393000
-11.21075153	-0.46595100	-20.61393000
-11.20870353	-0.46595100	-22.20103000
-11.20665553	-0.46595100	-25.36909000
-11.20460753	-0.46595100	-28.54330000
-11.20255953	-0.46595100	-31.71137000
-11.20051153	-0.46595100	-31.71137000
-11.19846353	-0.46595100	-31.71137000
-11.19641553	-0.46595100	-33.29847000
-11.19436753	-0.46595100	-33.29847000
-11.19231953	-0.46595100	-33.29847000
-11.19027153	-0.46595100	-34.88558000
-11.18822353	-0.46595100	-33.29847000
-11.18617553	-0.46595100	-33.29847000
-11.18412753	-0.46595100	-33.29847000
-11.18207953	-0.46595100	-33.29847000
-11.18003153	-0.46595100	-33.29847000
-11.17798353	-0.46595100	-34.88558000
-11.17593553	-0.46595100	-34.88558000
-11.17388753	-0.46595100	-31.71137000
-11.17183953	-0.46595100	-31.71137000
-11.16979153	-0.46595100	-31.71137000
-11.16774353	-0.46595100	-31.71137000
-11.16569553	-0.47385580	-33.29847000
-11.16364753	-0.46595100	-33.29847000
-11.16159953	-0.46595100	-33.29847000
-11.15955153	-0.47385580	-33.29847000
-11.15750353	-0.46595100	-31.71137000
-11.15545553	-0.47385580	-33.29847000
-11.15340753	-0.47385580	-33.29847000
-11.15135953	-0.47385580	-33.29847000
-11.14931153	-0.47385580	-33.29847000
-11.14726353	-0.47385580	-33.29847000
-11.14521553	-0.47385580	-33.29847000
-11.14316753	-0.47385580	-31.71137000
-11.14111953	-0.46595100	-33.29847000
-11.13907153	-0.46595100	-34.88558000
-11.13702353	-0.47385580	-34.88558000
-11.13497553	-0.47385580	-36.47268000
-11.13292753	-0.47385580	-38.05979000
-11.13087953	-0.47385580	-39.64074000
-11.12883153	-0.47385580	-39.64074000
-11.12678353	-0.47385580	-41.22785000
-11.12473553	-0.46595100	-41.22785000
-11.12268753	-0.47385580	-41.22785000
-11.12063953	-0.47385580	-41.22785000
-11.11859153	-0.47385580	-41.22785000
-11.11654353	-0.47385580	-41.22785000
-11.11449553	-0.47385580	-42.81496000
-11.11244753	-0.47385580	-41.22785000
-11.11039953	-0.47385580	-41.22785000
-11.10835153	-0.47385580	-41.22785000
-11.10630353	-0.47385580	-41.22785000
-11.10425553	-0.47385580	-41.22785000
-11.10220753	-0.47385580	-39.64074000
-11.10015953	-0.47385580	-41.22785000
-11.09811153	-0.47385580	-41.22785000
-11.09606353	-0.47385580	-41.22785000
-11.09401553	-0.47385580	-41.22785000
-11.09196753	-0.47385580	-41.22785000
-11.08991953	-0.47385580	-41.22785000
-11.08787153	-0.47385580	-41.22785000
-11.08582353	-0.47385580	-41.22785000
-11.08377553	-0.47385580	-41.22785000
-11.08172753	-0.47385580	-42.81496000
-11.07967953	-0.47385580	-41.22785000
-11.07763153	-0.47385580	-41.22785000
-11.07558353	-0.47385580	-39.64074000
-11.07353553	-0.47385580	-42.81496000
-11.07148753	-0.47385580	-41.22785000
-11.06943953	-0.47385580	-42.81496000
-11.06739153	-0.47385580	-42.81496000
-11.06534353	-0.47385580	-45.98917000
-11.06329553	-0.47385580	-47.57013000
-11.06124753	-0.47385580	-50.74434000
-11.05919953	-0.47385580	-52.33144000
-11.05715153	-0.47385580	-53.91855000
-11.05510353	-0.47385580	-53.91855000
-11.05305553	-0.47385580	-53.91855000
-11.05100753	-0.47385580	-53.91855000
-11.04895953	-0.47385580	-53.91855000
-11.04691153	-0.47385580	-52.33144000
-11.04486353	-0.47385580	-52.33144000
-11.04281553	-0.47385580	-53.91855000
-11.04076753	-0.47385580	-53.91855000
-11.03871953	-0.47385580	-53.91855000
-11.03667153	-0.47385580	-52.33144000
-11.03462353	-0.47385580	-53.91855000
-11.03257553	-0.47385580	-53.91855000
-11.03052753	-0.47385580	-53.91855000
-11.02847953	-0.47385580	-55.49950000
-11.02643153	-0.47385580	-53.91855000
-11.02438353	-0.47385580	-53.91855000
-11.02233553	-0.47385580	-53.91855000
-11.02028753	-0.47385580	-53.91855000
-11.01823953	-0.47385580	-53.91855000
-11.01619153	-0.47385580	-53.91855000
-11.01414353	-0.48176060	-53.91855000
-11.01209553	-0.47385580	-53.91855000
-11.01004753	-0.48176060	-53.91855000
-11.00799953	-0.47385580	-52.33144000
-11.00595153	-0.48176060	-53.91855000
-11.00390353	-0.48176060	-53.91855000
-11.00185553	-0.48176060	-53.91855000
-10.99980753	-0.48176060	-53.91855000
-10.99775953	-0.48176060	-53.91855000
-10.99571153	-0.48176060	-53.91855000
-10.99366353	-0.48176060	-55.49950000
-10.99161553	-0.48176060	-58.67372000
-10.98956753	-0.47385580	-61.84793000
-10.98751953	-0.48176060	-63.42888000
-10.98547153	-0.48176060	-65.01599000
-10.98342353	-0.48176060	-65.01599000
-10.98137553	-0.48176060	-65.01599000
-10.97932753	-0.48176060	-66.60310000
-10.97727953	-0.48176060	-66.60310000
-10.97523153	-0.48176060	-66.60310000
-10.97318353	-0.48176060	-66.60310000
-10.97113553	-0.48176060	-66.60310000
-10.96908753	-0.48176060	-66.60310000
-10.96703953	-0.48176060	-65.01599000
-10.96499153	-0.48176060	-65.01599000
-10.96294353	-0.48176060	-65.01599000
-10.96089553	-0.48176060	-65.01599000
-10.95884753	-0.48176060	-66.60310000
-10.95679953	-0.47385580	-65.01599000
-10.95475153	-0.48176060	-66.60310000
-10.95270353	-0.48176060	-66.60310000
-10.95065553	-0.47385580	-63.42888000
-10.94860753	-0.48176060	-66.60310000
-10.94655953	-0.48176060	-66.60310000
-10.94451153	-0.48176060	-66.60310000
-10.94246353	-0.48176060	-66.60310000
-10.94041553	-0.48176060	-66.60310000
-10.93836753	-0.48176060	-68.19021000
-10.93631953	-0.48176060	-66.60310000
-10.93427153	-0.48176060	-66.60310000
-10.93222353	-0.48176060	-65.01599000
-10.93017553	-0.48176060	-65.01599000
-10.92812753	-0.48176060	-65.01599000
-10.92607953	-0.48176060	-65.01599000
-10.92403153	-0.48176060	-66.60310000
-10.92198353	-0.48176060	-69.77731000
-10.91993553	-0.48176060	-71.35827000
-10.91788754	-0.48176060	-72.94537000
-10.91583954	-0.48176060	-76.11958000
-10.91379154	-0.48176060	-77.70669000
-10.91174354	-0.48176060	-77.70669000
-10.90969554	-0.48176060	-77.70669000
-10.90764754	-0.48176060	-77.70669000
-10.90559954	-0.48176060	-77.70669000
-10.90355154	-0.48176060	-77.70669000
-10.90150354	-0.48176060	-77.70669000
-10.89945554	-0.48176060	-77.70669000
-10.89740754	-0.48176060	-77.70669000
-10.89535954	-0.48176060	-77.70669000
-10.89331154	-0.48176060	-77.70669000
-10.89126354	-0.48176060	-77.70669000
-10.88921554	-0.48176060	-79.28764000
-10.88716754	-0.48176060	-77.70669000
-10.88511954	-0.48176060	-77.70669000
-10.88307154	-0.48176060	-77.70669000
-10.88102354	-0.48176060	-77.70669000
-10.87897554	-0.48176060	-77.70669000
-10.87692754	-0.48176060	-77.70669000
-10.87487954	-0.48176060	-77.70669000
-10.87283154	-0.48176060	-77.70669000
-10.87078354	-0.48176060	-77.70669000
-10.86873554	-0.48963460	-77.70669000
-10.86668754	-0.48176060	-77.70669000
-10.86463954	-0.48176060	-77.70669000
-10.86259154	-0.48176060	-77.70669000
-10.86054354	-0.48176060	-79.28764000
-10.85849554	-0.48176060	-77.70669000
-10.85644754	-0.48176060	-77.70669000
-10.85439954	-0.48963460	-79.28764000
-10.85235154	-0.48176060	-77.70669000
-10.85030354	-0.48176060	-79.28764000
-10.84825554	-0.48176060	-80.87475000
-10.84620754	-0.48176060	-82.46185000
-10.84415954	-0.48963460	-84.04896000
-10.84211154	-0.48176060	-84.04896000
-10.84006354	-0.48176060	-85.63607000
-10.83801554	-0.48176060	-85.63607000
-10.83596754	-0.48176060	-85.63607000
-10.83391954	-0.48176060	-85.63607000
-10.83187154	-0.48176060	-85.63607000
-10.82982354	-0.48176060	-85.63607000
-10.82777554	-0.48176060	-85.63607000
-10.82572754	-0.48176060	-87.21702000
-10.82367954	-0.48176060	-87.21702000
-10.82163154	-0.48176060	-87.21702000
-10.81958354	-0.48963460	-85.63607000
-10.81753554	-0.48176060	-85.63607000
-10.81548754	-0.48176060	-85.63607000
-10.81343954	-0.48176060	-85.63607000
-10.81139154	-0.48176060	-85.63607000
-10.80934354	-0.48176060	-87.21702000
-10.80729554	-0.48963460	-87.21702000
-10.80524754	-0.48176060	-85.63607000
-10.80319954	-0.48963460	-85.63607000
-10.80115154	-0.48963460	-84.04896000
-10.79910354	-0.48963460	-85.63607000
-10.79705554	-0.48963460	-88.80413000
-10.79500754	-0.48963460	-85.63607000
-10.79295954	-0.48963460	-87.21702000
-10.79091154	-0.48963460	-85.63607000
-10.78886354	-0.48963460	-85.63607000
-10.78681554	-0.48963460	-85.63607000
-10.78476754	-0.48963460	-85.63607000
-10.78271954	-0.48963460	-85.63607000
-10.78067154	-0.48963460	-85.63607000
-10.77862354	-0.48963460	-90.39124000
-10.77657554	-0.48963460	-91.97834000
-10.77452754	-0.48963460	-95.14641000
-10.77247954	-0.48963460	-95.14641000
-10.77043154	-0.48963460	-96.73351000
-10.76838354	-0.48963460	-98.32061000
-10.76633554	-0.48963460	-98.32061000
-10.76428754	-0.48963460	-99.90772000
-10.76223954	-0.48963460	-99.90772000
-10.76019154	-0.48963460	-101.49480000
-10.75814354	-0.48963460	-99.90772000
-10.75609554	-0.48963460	-98.32061000
-10.75404754	-0.48963460	-98.32061000
-10.75199954	-0.48963460	-98.32061000
-10.74995154	-0.48963460	-99.90772000
-10.74790354	-0.48963460	-99.90772000
-10.74585554	-0.48963460	-98.32061000
-10.74380754	-0.48963460	-98.32061000
-10.74175954	-0.48963460	-98.32061000
-10.73971154	-0.48963460	-99.90772000
-10.73766354	-0.48963460	-98.32061000
-10.73561554	-0.48963460	-98.32061000
-10.73356754	-0.48963460	-99.90772000
-10.73151954	-0.48963460	-98.32061000
-10.72947154	-0.48963460	-99.90772000
-10.72742354	-0.48963460	-99.90772000
-10.72537554	-0.48963460	-98.32061000
-10.72332754	-0.48963460	-99.90772000
-10.72127954	-0.48963460	-99.90772000
-10.71923154	-0.48963460	-99.90772000
-10.71718354	-0.48963460	-98.32061000
-10.71513554	-0.48963460	-99.90772000
-10.71308754	-0.48963460	-99.90772000
-10.71103954	-0.48963460	-98.32061000
-10.70899154	-0.48963460	-98.32061000
-10.70694354	-0.48963460	-98.32061000
-10.70489554	-0.48963460	-101.49480000
-10.70284754	-0.49753940	-101.49480000
-10.70079954	-0.48963460	-103.07580000
-10.69875154	-0.48963460	-104.66290000
-10.69670354	-0.49753940	-103.07580000
-10.69465554	-0.48963460	-104.66290000
-10.69260754	-0.48963460	-104.66290000
-10.69055954	-0.48963460	-106.25000000
-10.68851154	-0.49753940	-107.83710000
-10.68646354	-0.48963460	-106.25000000
-10.68441554	-0.48963460	-104.66290000
-10.68236754	-0.48963460	-104.66290000
-10.68031954	-0.48963460	-106.25000000
-10.67827154	-0.48963460	-106.25000000
-10.67622354	-0.49753940	-106.25000000
-10.67417554	-0.48963460	-106.25000000
-10.67212754	-0.48963460	-106.25000000
-10.67007954	-0.48963460	-104.66290000
-10.66803154	-0.48963460	-104.66290000
-10.66598354	-0.48963460	-104.66290000
-10.66393554	-0.48963460	-104.66290000
-10.66188754	-0.48963460	-104.66290000
-10.65983954	-0.48963460	-106.25000000
-10.65779154	-0.48963460	-106.25000000
-10.65574354	-0.48963460	-106.25000000
-10.65369554	-0.48963460	-106.25000000
-10.65164754	-0.48963460	-104.66290000
-10.64959954	-0.49753940	-106.25000000
-10.64755154	-0.48963460	-104.66290000
-10.64550354	-0.49753940	-106.25000000
-10.64345554	-0.48963460	-106.25000000
-10.64140754	-0.49753940	-106.25000000
-10.63935954	-0.49753940	-104.66290000
-10.63731154	-0.49753940	-104.66290000
-10.63526354	-0.49753940	-104.66290000
-10.63321554	-0.49753940	-104.66290000
-10.63116754	-0.49753940	-106.25000000
-10.62911954	-0.49753940	-111.00520000
-10.62707154	-0.48963460	-109.41810000
-10.62502354	-0.49753940	-112.59230000
-10.62297554	-0.49753940	-112.59230000
-10.62092754	-0.49753940	-112.59230000
-10.61887954	-0.49753940	-114.17940000
-10.61683154	-0.49753940	-114.17940000
-10.61478354	-0.49753940	-114.17940000
-10.61273554	-0.49753940	-114.17940000
