Frequenz	Kanal A	Kanal B
(MHz)	(dBV)	(dBV)

0.00000000	-43.14795000	1.56137800
0.00381470	-45.87600000	-1.42209400
0.00762939	-53.29709000	-9.50676900
0.01144409	-67.74152000	-26.21120000
0.01525879	-66.20130000	-54.84090000
0.01907349	-69.91293000	-57.25187000
0.02288818	-80.17490000	-59.09743000
0.02670288	-77.36012000	-60.87535000
0.03051758	-76.55444000	-62.05052000
0.03433228	-82.21472000	-66.10516000
0.03814697	-88.45296000	-66.14412000
0.04196167	-82.52975000	-65.60387000
0.04577637	-83.73558000	-67.43937000
0.04959106	-91.59708000	-71.24052000
0.05340576	-90.22046000	-69.29321000
0.05722046	-86.66708000	-69.04279000
0.06103516	-90.11975000	-71.18278000
0.06484985	-95.05830000	-73.09392000
0.06866455	-91.39983000	-71.10667000
0.07247925	-90.49587000	-71.53607000
0.07629395	-96.19356000	-73.72453000
0.08010864	-97.33260000	-73.88264000
0.08392334	-92.89752000	-72.21464000
0.08773804	-94.31574000	-73.41628000
0.09155273	-100.90290000	-75.22575000
0.09536743	-97.55412000	-74.52175000
0.09918213	-94.90878000	-73.52905000
0.10299683	-98.34109000	-74.91985000
0.10681152	-101.99740000	-75.78986000
0.11062622	-98.33671000	-74.48324000
0.11444092	-97.72820000	-74.76500000
0.11825562	-102.18980000	-75.83293000
0.12207031	-102.43630000	-75.50783000
0.12588501	-99.15522000	-75.11136000
0.12969971	-100.79430000	-75.47095000
0.13351440	-104.71320000	-75.96471000
0.13732910	-102.94870000	-75.35229000
0.14114380	-100.56950000	-74.92882000
0.14495850	-103.90560000	-75.70738000
0.14877319	-106.30070000	-76.30125000
0.15258789	-102.84650000	-75.82087000
0.15640259	-102.49260000	-76.09902000
0.16021729	-106.63290000	-77.26295000
0.16403198	-105.84250000	-76.61697000
0.16784668	-103.22950000	-75.78008000
0.17166138	-104.64090000	-76.11159000
0.17547607	-107.50630000	-76.92456000
0.17929077	-105.89360000	-77.05019000
0.18310547	-104.36830000	-76.85570000
0.18692017	-105.92680000	-77.83336000
0.19073486	-107.21880000	-77.97150000
0.19454956	-105.45090000	-77.64482000
0.19836426	-105.35920000	-77.28456000
0.20217896	-107.72630000	-78.15282000
0.20599365	-107.66330000	-77.44607000
0.20980835	-105.99390000	-76.55721000
0.21362305	-107.46210000	-76.98531000
0.21743774	-109.62310000	-77.40241000
0.22125244	-108.37060000	-76.71706000
0.22506714	-107.50500000	-76.33717000
0.22888184	-109.97920000	-77.30502000
0.23269653	-110.34560000	-77.53130000
0.23651123	-108.13470000	-76.87319000
0.24032593	-108.03160000	-77.20270000
0.24414063	-109.36560000	-77.85899000
0.24795532	-109.08670000	-78.33674000
0.25177002	-107.65920000	-78.15085000
0.25558472	-108.12150000	-78.20883000
0.25939941	-109.72020000	-78.23663000
0.26321411	-108.56200000	-77.95922000
0.26702881	-108.12480000	-77.68494000
0.27084351	-109.83570000	-78.27671000
0.27465820	-110.54360000	-78.24684000
0.27847290	-109.47250000	-77.82121000
0.28228760	-109.61880000	-77.84151000
0.28610229	-111.35120000	-78.39761000
0.28991699	-111.43590000	-78.41995000
0.29373169	-109.21290000	-77.89473000
0.29754639	-108.52620000	-78.03703000
0.30136108	-109.28250000	-78.20311000
0.30517578	-109.15800000	-78.50699000
0.30899048	-108.23420000	-78.44969000
0.31280518	-108.18980000	-78.38097000
0.31661987	-109.12050000	-79.11636000
0.32043457	-109.58170000	-78.53987000
0.32424927	-109.81310000	-78.23533000
0.32806396	-109.62660000	-78.43628000
0.33187866	-109.04980000	-78.90130000
0.33569336	-108.33600000	-78.70593000
0.33950806	-109.69870000	-78.35794000
0.34332275	-110.67310000	-78.56511000
0.34713745	-110.44860000	-78.77076000
0.35095215	-109.88060000	-78.46146000
0.35476685	-110.16010000	-79.01392000
0.35858154	-110.36940000	-79.03252000
0.36239624	-109.81950000	-79.31169000
0.36621094	-109.23080000	-78.95468000
0.37002563	-109.71550000	-79.52829000
0.37384033	-109.51600000	-79.91419000
0.37765503	-110.09200000	-79.43518000
0.38146973	-110.37580000	-79.06628000
0.38528442	-110.24140000	-79.26203000
0.38909912	-110.23380000	-79.39957000
0.39291382	-110.62830000	-78.79440000
0.39672852	-111.16280000	-79.35190000
0.40054321	-110.92130000	-80.00997000
0.40435791	-110.73420000	-80.11673000
0.40817261	-110.59500000	-79.42015000
0.41198730	-111.23970000	-78.90267000
0.41580200	-110.54880000	-78.57535000
0.41961670	-109.44630000	-78.92378000
0.42343140	-110.38910000	-79.00703000
0.42724609	-110.74350000	-79.07563000
0.43106079	-110.51840000	-79.37177000
0.43487549	-110.24290000	-79.28545000
0.43869019	-110.55250000	-79.34621000
0.44250488	-110.26510000	-79.53918000
0.44631958	-110.09510000	-79.48071000
0.45013428	-109.84980000	-79.32519000
0.45394897	-110.67770000	-79.41920000
0.45776367	-110.98360000	-79.84811000
0.46157837	-109.91830000	-80.08251000
0.46539307	-110.24490000	-80.09286000
0.46920776	-110.50980000	-79.64969000
0.47302246	-110.38650000	-79.96892000
0.47683716	-110.31910000	-79.99450000
0.48065186	-109.88140000	-79.69102000
0.48446655	-110.10510000	-79.88924000
0.48828125	-110.05960000	-79.88737000
0.49209595	-110.51690000	-80.28764000
0.49591064	-110.87630000	-80.71180000
0.49972534	-111.02290000	-81.08150000
0.50354004	-110.37680000	-80.51971000
0.50735474	-109.86040000	-80.68861000
0.51116943	-109.22140000	-81.49560000
0.51498413	-109.22330000	-80.94117000
0.51879883	-109.80010000	-80.46014000
0.52261353	-110.09750000	-79.85822000
0.52642822	-109.99220000	-80.68798000
0.53024292	-109.67940000	-80.89821000
0.53405762	-109.76550000	-80.99153000
0.53787231	-110.19720000	-81.47408000
0.54168701	-109.54360000	-81.42578000
0.54550171	-109.27350000	-81.02968000
0.54931641	-109.33800000	-80.30852000
0.55313110	-109.30330000	-80.71966000
0.55694580	-109.13410000	-80.73286000
0.56076050	-109.27780000	-80.71458000
0.56457520	-108.94440000	-81.29005000
0.56838989	-108.33220000	-80.97885000
0.57220459	-107.97960000	-81.05492000
0.57601929	-107.58450000	-80.91868000
0.57983398	-107.15420000	-81.06940000
0.58364868	-107.78230000	-81.13846000
0.58746338	-107.93400000	-81.05101000
0.59127808	-108.01520000	-81.13696000
0.59509277	-108.32710000	-81.08016000
0.59890747	-107.97440000	-81.59985000
0.60272217	-107.48940000	-81.36611000
0.60653687	-108.42580000	-81.29512000
0.61035156	-110.12650000	-82.26275000
0.61416626	-110.81640000	-81.55446000
0.61798096	-110.17570000	-81.63937000
0.62179565	-110.29910000	-82.03002000
0.62561035	-110.85450000	-82.17604000
0.62942505	-111.64490000	-82.10925000
0.63323975	-112.24850000	-82.22923000
0.63705444	-111.98410000	-82.27052000
0.64086914	-112.89150000	-82.12614000
0.64468384	-112.89550000	-82.13508000
0.64849854	-112.63590000	-82.70353000
0.65231323	-112.68410000	-82.74894000
0.65612793	-113.15540000	-83.18435000
0.65994263	-112.72190000	-83.08643000
0.66375732	-112.69240000	-83.45196000
0.66757202	-112.63800000	-82.91702000
0.67138672	-112.29590000	-82.62186000
0.67520142	-112.48290000	-83.32898000
0.67901611	-112.47160000	-83.33415000
0.68283081	-112.26040000	-82.77603000
0.68664551	-112.48180000	-82.85487000
0.69046021	-111.75010000	-83.07081000
0.69427490	-111.32440000	-83.15237000
0.69808960	-111.09850000	-82.81361000
0.70190430	-111.33730000	-82.64250000
0.70571899	-111.88000000	-82.80888000
0.70953369	-112.40520000	-83.56654000
0.71334839	-111.58540000	-83.63526000
0.71716309	-111.18340000	-83.62939000
0.72097778	-111.22880000	-84.12434000
0.72479248	-111.08340000	-84.02212000
0.72860718	-110.91010000	-83.93018000
0.73242188	-110.08110000	-83.73860000
0.73623657	-109.75050000	-83.81924000
0.74005127	-109.85380000	-83.72794000
0.74386597	-109.90770000	-84.24384000
0.74768066	-109.92560000	-84.36786000
0.75149536	-109.60370000	-84.01452000
0.75531006	-109.45310000	-83.91415000
0.75912476	-109.34350000	-83.73686000
0.76293945	-108.63400000	-83.85669000
0.76675415	-108.65350000	-83.82522000
0.77056885	-108.18510000	-83.85492000
0.77438354	-107.71570000	-83.93960000
0.77819824	-107.36160000	-83.57112000
0.78201294	-106.64320000	-83.92654000
0.78582764	-106.66660000	-83.63422000
0.78964233	-106.40550000	-84.31942000
0.79345703	-106.63300000	-83.94456000
0.79727173	-106.78170000	-83.52610000
0.80108643	-106.34880000	-84.17567000
0.80490112	-105.64730000	-84.79372000
0.80871582	-105.27070000	-84.64211000
0.81253052	-105.34980000	-84.93607000
0.81634521	-106.10210000	-84.95951000
0.82015991	-105.27110000	-84.84833000
0.82397461	-105.23680000	-84.59416000
0.82778931	-104.87690000	-85.11597000
0.83160400	-104.00870000	-85.16181000
0.83541870	-103.87860000	-85.11508000
0.83923340	-103.55240000	-84.58229000
0.84304810	-103.46130000	-84.66399000
0.84686279	-103.74740000	-85.05001000
0.85067749	-104.19280000	-85.18527000
0.85449219	-104.53940000	-85.21378000
0.85830688	-103.98060000	-84.96002000
0.86212158	-103.91010000	-84.88233000
0.86593628	-103.82160000	-84.98013000
0.86975098	-104.53020000	-85.25823000
0.87356567	-104.25660000	-85.28287000
0.87738037	-104.57040000	-85.31099000
0.88119507	-104.05250000	-85.47095000
0.88500977	-103.90450000	-85.91280000
0.88882446	-104.20280000	-85.46088000
0.89263916	-103.96450000	-85.68528000
0.89645386	-104.24790000	-85.97195000
0.90026855	-104.93840000	-86.00544000
0.90408325	-105.42110000	-85.90885000
0.90789795	-106.03440000	-85.01778000
0.91171265	-106.03690000	-85.26539000
0.91552734	-106.05770000	-85.54006000
0.91934204	-106.08350000	-85.46972000
0.92315674	-105.89360000	-85.35440000
0.92697144	-105.81920000	-85.79964000
0.93078613	-105.91600000	-85.91844000
0.93460083	-105.90970000	-85.92265000
0.93841553	-106.26830000	-86.48076000
0.94223022	-106.63290000	-86.59462000
0.94604492	-106.95770000	-86.57087000
0.94985962	-106.52580000	-85.95106000
0.95367432	-106.38310000	-86.26715000
