Zeit	Kanal A	Kanal B
(ms)	(V)	(V)

16.42291085	0.25270670	-7.44648100
16.42495885	0.25270670	-7.44648100
16.42700685	0.25270670	-7.44648100
16.42905485	0.25270670	-7.44648100
16.43110285	0.25270670	-7.44648100
16.43315085	0.25270670	-7.44648100
16.43519885	0.25270670	-7.44648100
16.43724685	0.25270670	-7.44648100
16.43929485	0.25270670	-7.44648100
16.44134285	0.25270670	-7.44648100
16.44339085	0.25270670	-7.44648100
16.44543885	0.25270670	-7.44648100
16.44748685	0.25270670	-7.44648100
16.44953485	0.25270670	-7.44648100
16.45158285	0.25270670	-7.44648100
16.45363085	0.25270670	-7.44648100
16.45567885	0.25270670	-7.44648100
16.45772685	0.25270670	-7.44648100
16.45977485	0.25270670	-7.44648100
16.46182285	0.26061150	-7.44648100
16.46387085	0.25270670	-7.44648100
16.46591885	0.25270670	-7.44648100
16.46796685	0.25270670	-7.44648100
16.47001485	0.25270670	-7.44648100
16.47206285	0.25270670	-7.44648100
16.47411085	0.25270670	-7.44648100
16.47615885	0.25270670	-7.44648100
16.47820685	0.25270670	-7.44648100
16.48025485	0.25270670	-7.44648100
16.48230285	0.25270670	-7.44648100
16.48435085	0.25270670	-7.44648100
16.48639885	0.25270670	-7.44648100
16.48844685	0.25270670	-7.44648100
16.49049485	0.25270670	-7.44648100
16.49254285	0.25270670	-7.44648100
16.49459085	0.25270670	-7.44648100
16.49663885	0.25270670	-7.44648100
16.49868685	0.25270670	-7.44648100
16.50073485	0.25270670	-7.44648100
16.50278285	0.25270670	-7.44648100
16.50483085	0.25270670	-7.44648100
16.50687885	0.25270670	-7.44648100
16.50892685	0.25270670	-7.44648100
16.51097485	0.25270670	-7.44648100
16.51302285	0.25270670	-7.44648100
16.51507085	0.25270670	-7.44648100
16.51711885	0.25270670	-7.44648100
16.51916685	0.25270670	-7.44648100
16.52121485	0.25270670	-7.44648100
16.52326285	0.25270670	-7.44648100
16.52531085	0.25270670	-7.44648100
16.52735885	0.25270670	-7.44648100
16.52940685	0.25270670	-7.44648100
16.53145485	0.25270670	-7.44648100
16.53350285	0.25270670	-7.44648100
16.53555085	0.25270670	-7.44648100
16.53759885	0.24480190	-7.44648100
16.53964685	0.25270670	-7.44648100
16.54169485	0.24480190	-7.44648100
16.54374285	0.24480190	-7.44648100
16.54579085	0.25270670	-7.44648100
16.54783885	0.24480190	-7.44648100
16.54988685	0.24480190	-7.44648100
16.55193485	0.24480190	-7.44648100
16.55398285	0.24480190	-7.44648100
16.55603085	0.24480190	-7.44648100
16.55807885	0.24480190	-7.44648100
16.56012685	0.24480190	-7.44648100
16.56217485	0.24480190	-7.44648100
16.56422285	0.24480190	-7.44648100
16.56627085	0.24480190	-7.44648100
16.56831885	0.24480190	-7.44648100
16.57036685	0.25270670	-7.44648100
16.57241485	0.24480190	-7.44648100
16.57446285	0.25270670	-7.44648100
16.57651085	0.24480190	-7.44648100
16.57855885	0.24480190	-7.44648100
16.58060685	0.24480190	-7.44648100
16.58265485	0.24480190	-7.44648100
16.58470285	0.24480190	-7.44648100
16.58675085	0.24480190	-7.44648100
16.58879885	0.24480190	-7.44648100
16.59084685	0.25270670	-7.44648100
16.59289485	0.24480190	-7.44648100
16.59494285	0.24480190	-7.44648100
16.59699085	0.24480190	-7.44648100
16.59903885	0.25270670	-7.44648100
16.60108685	0.24480190	-7.44648100
16.60313485	0.24480190	-7.44648100
16.60518285	0.24480190	-7.44648100
16.60723085	0.24480190	-7.44648100
16.60927885	0.24480190	-7.44648100
16.61132685	0.24480190	-7.44648100
16.61337485	0.24480190	-7.44648100
16.61542285	0.24480190	-7.44648100
16.61747085	0.24480190	-7.44648100
16.61951885	0.24480190	-7.44648100
16.62156685	0.24480190	-7.44648100
16.62361485	0.24480190	-7.44648100
16.62566285	0.24480190	-7.44648100
16.62771085	0.24480190	-7.44648100
